customer_id,health_score,risk_segment,monthly_active_days,feature_adoption_rate_pct,avg_daily_session_mins,api_calls_count,export_reports_count,total_tickets_logged,avg_resolution_time_hrs,escalated_tickets_count,csat_score
CUST-101263,73.3,Low Risk (Healthy),25,72.4,98.8,108,41,1,14.4,0,4.0
CUST-101264,25.9,High Risk (Critical),12,23.2,19.1,95,29,1,40.1,0,2.0
CUST-101265,10.7,High Risk (Critical),3,29.6,7.3,39,15,2,49.2,0,2.0
CUST-101266,67.3,Medium Risk (Warning),26,58.1,35.1,149,42,1,14.3,0,3.5
CUST-101267,42.7,High Risk (Critical),9,32.2,21.8,62,38,0,0.0,0,3.5
CUST-101268,16.9,High Risk (Critical),6,31.7,21.3,72,23,1,21.1,0,1.0
CUST-101269,71.3,Low Risk (Healthy),26,54.9,31.3,32,15,2,14.5,0,5.0
CUST-101270,15.4,High Risk (Critical),7,29.4,19.6,145,27,1,54.2,1,3.0
CUST-101271,29.3,High Risk (Critical),13,44.9,9.9,72,13,1,44.3,1,3.0
CUST-101272,44.6,High Risk (Critical),12,25.4,4.1,92,43,0,0.0,0,3.5
CUST-101273,5.0,High Risk (Critical),7,35.7,19.0,144,4,3,64.9,1,1.0
CUST-101274,84.0,Low Risk (Healthy),26,94.6,26.2,1231,32,0,0.0,0,3.5
CUST-101275,67.7,Medium Risk (Warning),15,88.9,91.9,7,37,0,0.0,0,3.5
CUST-101276,18.1,High Risk (Critical),9,13.6,12.8,132,12,1,48.1,0,2.0
CUST-101277,65.1,Medium Risk (Warning),17,71.4,29.0,149,14,0,0.0,0,3.5
CUST-101278,24.9,High Risk (Critical),14,32.5,12.9,46,25,2,60.1,0,2.0
CUST-101279,79.9,Low Risk (Healthy),25,72.4,85.3,25,29,1,9.4,0,5.0
CUST-101280,75.5,Low Risk (Healthy),29,55.4,69.7,96,13,2,14.2,0,5.0
CUST-101281,40.6,High Risk (Critical),6,38.6,21.1,69,36,0,0.0,0,3.5
CUST-101282,42.2,High Risk (Critical),11,21.8,6.1,1,35,0,0.0,0,3.5
CUST-101283,78.6,Low Risk (Healthy),22,86.6,39.3,1375,31,1,21.6,0,5.0
CUST-101284,72.4,Low Risk (Healthy),28,81.1,61.2,1,12,2,17.8,0,3.5
CUST-101285,5.0,High Risk (Critical),2,37.1,7.3,107,31,2,71.1,1,2.0
CUST-101286,72.1,Low Risk (Healthy),23,68.2,46.3,116,15,0,0.0,0,3.5
CUST-101287,18.6,High Risk (Critical),14,28.3,4.8,42,19,2,20.4,1,2.0
CUST-101288,13.5,High Risk (Critical),13,33.4,17.2,74,36,4,30.7,0,1.0
CUST-101289,5.0,High Risk (Critical),8,34.6,21.1,9,38,4,27.4,1,1.0
CUST-101290,5.0,High Risk (Critical),10,25.0,4.0,2,26,4,53.0,1,1.0
CUST-101291,6.7,High Risk (Critical),3,30.5,11.7,101,5,1,67.8,0,1.0
CUST-101292,68.8,Medium Risk (Warning),23,66.1,47.8,3,43,1,13.2,0,4.0
CUST-101293,15.8,High Risk (Critical),5,26.9,9.4,70,12,1,23.8,1,3.0
CUST-101294,68.6,Medium Risk (Warning),18,78.8,62.0,126,43,0,0.0,0,3.5
CUST-101295,21.6,High Risk (Critical),8,13.4,21.1,11,27,1,57.0,0,3.0
CUST-101296,29.0,High Risk (Critical),2,17.8,17.4,135,20,0,0.0,0,3.5
CUST-101297,21.5,High Risk (Critical),12,19.3,21.2,141,32,2,34.3,0,2.0
CUST-101298,56.6,Medium Risk (Warning),16,70.0,44.7,9,1,1,21.5,0,3.5
CUST-101299,79.9,Low Risk (Healthy),24,89.6,50.4,121,16,0,0.0,0,3.5
CUST-101300,5.0,High Risk (Critical),4,18.9,12.0,89,27,2,52.2,1,2.0
CUST-101301,77.9,Low Risk (Healthy),23,87.6,84.9,1443,9,0,0.0,0,3.5
CUST-101302,67.6,Medium Risk (Warning),18,75.3,70.8,1840,6,0,0.0,0,3.5
CUST-101303,15.3,High Risk (Critical),11,12.5,21.5,122,10,1,40.9,0,1.0
CUST-101304,41.6,High Risk (Critical),7,37.6,18.6,32,38,0,0.0,0,3.5
CUST-101305,16.5,High Risk (Critical),1,43.8,19.3,107,40,2,15.8,0,2.0
CUST-101306,73.6,Low Risk (Healthy),21,92.8,97.4,5454,7,1,18.3,0,4.0
CUST-101307,65.4,Medium Risk (Warning),20,59.0,36.5,839,43,0,0.0,0,3.5
CUST-101308,60.4,Medium Risk (Warning),21,61.3,69.4,1110,31,1,23.9,0,3.5
CUST-101309,57.1,Medium Risk (Warning),15,76.0,104.5,1,8,2,13.6,0,4.0
CUST-101310,5.0,High Risk (Critical),3,16.9,16.3,115,38,3,18.5,1,1.0
CUST-101311,7.1,High Risk (Critical),5,13.8,21.9,148,45,1,13.4,1,2.0
CUST-101312,21.0,High Risk (Critical),14,42.9,16.9,30,18,4,51.9,0,2.0
CUST-101313,83.1,Low Risk (Healthy),26,77.4,39.6,2890,42,1,5.9,0,5.0
CUST-101314,63.1,Medium Risk (Warning),20,51.4,90.1,5225,42,0,0.0,0,3.5
CUST-101315,26.2,High Risk (Critical),12,21.4,13.3,52,16,2,49.9,0,3.0
CUST-101316,62.8,Medium Risk (Warning),20,50.5,55.6,101,12,0,0.0,0,3.5
CUST-101317,42.4,High Risk (Critical),11,22.5,14.7,52,30,0,0.0,0,3.5
CUST-101318,10.9,High Risk (Critical),5,20.9,16.0,1,18,1,32.2,0,1.0
CUST-101319,72.5,Low Risk (Healthy),27,51.8,34.2,2496,29,0,0.0,0,3.5
CUST-101320,66.7,Medium Risk (Warning),17,76.8,68.0,91,14,0,0.0,0,3.5
CUST-101321,23.6,High Risk (Critical),11,15.1,20.2,15,8,2,44.5,0,3.0
CUST-101322,22.6,High Risk (Critical),12,29.4,13.2,43,34,2,18.1,1,3.0
CUST-101323,84.4,Low Risk (Healthy),29,74.0,73.0,70,22,1,20.1,0,5.0
CUST-101324,75.6,Low Risk (Healthy),26,66.5,34.3,14,23,0,0.0,0,3.5
CUST-101325,6.0,High Risk (Critical),12,29.9,16.8,130,39,2,59.3,1,1.0
CUST-101326,5.0,High Risk (Critical),6,24.4,16.9,66,4,3,36.2,1,2.0
CUST-101327,27.4,High Risk (Critical),11,31.9,16.0,48,8,1,38.9,0,2.0
CUST-101328,35.4,High Risk (Critical),7,16.8,4.6,132,30,0,0.0,0,3.5
CUST-101329,5.0,High Risk (Critical),3,44.6,16.7,40,40,3,45.2,1,2.0
CUST-101330,38.5,High Risk (Critical),4,40.6,20.4,48,26,0,0.0,0,3.5
CUST-101331,33.1,High Risk (Critical),3,26.9,9.4,12,2,0,0.0,0,3.5
CUST-101332,35.2,High Risk (Critical),3,33.9,18.8,116,39,0,0.0,0,3.5
CUST-101333,68.8,Medium Risk (Warning),23,57.1,71.3,1426,28,0,0.0,0,3.5
CUST-101334,20.1,High Risk (Critical),9,34.7,16.3,79,43,1,34.5,0,1.0
CUST-101335,5.0,High Risk (Critical),8,20.7,8.4,71,39,1,37.5,1,1.0
CUST-101336,5.0,High Risk (Critical),3,22.4,8.4,45,12,4,30.8,1,2.0
CUST-101337,61.1,Medium Risk (Warning),17,64.4,60.7,57,6,1,7.0,0,4.0
CUST-101338,63.1,Medium Risk (Warning),20,51.6,46.7,9,31,0,0.0,0,3.5
CUST-101339,66.5,Medium Risk (Warning),22,53.9,32.4,140,24,0,0.0,0,3.5
CUST-101340,86.3,Low Risk (Healthy),29,88.2,28.3,566,6,2,6.3,0,5.0
CUST-101341,14.6,High Risk (Critical),12,16.3,15.6,133,24,2,34.0,0,1.0
CUST-101342,67.0,Medium Risk (Warning),23,83.6,96.5,4246,20,2,14.0,0,3.5
CUST-101343,68.5,Medium Risk (Warning),18,78.2,61.7,2221,22,0,0.0,0,3.5
CUST-101344,21.6,High Risk (Critical),6,25.9,15.3,51,31,1,65.3,0,3.0
CUST-101345,64.8,Medium Risk (Warning),19,73.5,100.8,33,1,1,20.9,0,4.0
CUST-101346,27.7,High Risk (Critical),2,44.2,15.3,89,44,1,17.9,0,3.0
CUST-101347,69.7,Medium Risk (Warning),19,77.9,81.4,2849,12,0,0.0,0,3.5
CUST-101348,77.5,Low Risk (Healthy),28,63.9,100.8,22,44,0,0.0,0,3.5
CUST-101349,14.0,High Risk (Critical),9,28.9,11.5,110,45,1,69.6,0,1.0
CUST-101350,36.2,High Risk (Critical),12,29.7,7.3,106,38,1,21.7,0,3.0
CUST-101351,20.5,High Risk (Critical),11,20.2,5.6,85,35,1,34.1,1,3.0
CUST-101352,64.4,Medium Risk (Warning),27,61.5,43.7,2578,7,3,16.6,0,4.0
CUST-101353,78.5,Low Risk (Healthy),28,67.3,41.7,3127,29,0,0.0,0,3.5
CUST-101354,5.0,High Risk (Critical),7,14.2,18.8,35,19,4,49.9,0,2.0
CUST-101355,83.3,Low Risk (Healthy),27,87.8,55.0,3740,12,0,0.0,0,3.5
CUST-101356,5.0,High Risk (Critical),5,22.2,15.1,43,4,2,40.1,1,2.0
CUST-101357,14.9,High Risk (Critical),12,25.5,10.8,91,39,2,22.2,1,2.0
CUST-101358,23.9,High Risk (Critical),11,29.0,17.0,25,31,1,60.1,0,2.0
CUST-101359,82.7,Low Risk (Healthy),29,76.9,69.4,35,9,0,0.0,0,3.5
CUST-101360,5.0,High Risk (Critical),4,44.7,8.6,61,1,2,38.3,1,1.0
CUST-101361,10.6,High Risk (Critical),1,42.7,18.4,71,3,1,60.3,1,3.0
CUST-101362,32.8,High Risk (Critical),8,40.5,15.4,46,21,1,32.3,0,3.0
CUST-101363,65.8,Medium Risk (Warning),19,63.8,44.5,1201,5,2,5.6,0,5.0
CUST-101364,75.0,Low Risk (Healthy),23,89.2,40.6,27,24,1,19.2,0,4.0
CUST-101365,5.9,High Risk (Critical),7,11.9,13.3,124,40,2,68.8,1,3.0
CUST-101366,18.2,High Risk (Critical),13,15.9,8.7,131,42,1,63.0,1,3.0
CUST-101367,34.1,High Risk (Critical),12,40.8,19.9,60,29,1,16.8,0,2.0
CUST-101368,5.0,High Risk (Critical),9,21.9,11.9,7,24,3,60.8,0,1.0
CUST-101369,5.0,High Risk (Critical),4,36.2,19.8,45,8,1,43.6,1,1.0
CUST-101370,64.8,Medium Risk (Warning),16,85.7,106.0,21,33,1,18.2,0,4.0
CUST-101371,25.9,High Risk (Critical),13,34.7,17.7,24,33,3,62.9,0,3.0
CUST-101372,31.6,High Risk (Critical),14,23.3,19.1,50,41,1,64.3,0,3.0
CUST-101373,78.4,Low Risk (Healthy),25,67.9,40.3,38,35,1,10.5,0,5.0
CUST-101374,13.1,High Risk (Critical),7,44.8,5.2,119,20,1,13.6,1,1.0
CUST-101375,15.8,High Risk (Critical),8,18.0,12.8,48,25,3,50.4,0,3.0
CUST-101376,73.7,Low Risk (Healthy),20,73.1,69.3,3257,19,1,7.0,0,5.0
CUST-101377,82.4,Low Risk (Healthy),26,89.1,106.6,64,9,0,0.0,0,3.5
CUST-101378,76.3,Low Risk (Healthy),24,77.6,103.7,107,32,0,0.0,0,3.5
CUST-101379,76.2,Low Risk (Healthy),29,55.1,98.2,6284,18,0,0.0,0,3.5
CUST-101380,5.0,High Risk (Critical),3,11.2,12.9,150,41,2,28.9,0,1.0
CUST-101381,26.0,High Risk (Critical),1,12.1,21.7,134,0,0,0.0,0,3.5
CUST-101382,17.2,High Risk (Critical),13,29.7,20.1,87,37,2,24.0,1,2.0
CUST-101383,18.5,High Risk (Critical),1,41.9,8.1,10,26,2,43.6,0,3.0
CUST-101384,76.3,Low Risk (Healthy),27,64.3,52.8,31,15,0,0.0,0,3.5
CUST-101385,5.0,High Risk (Critical),10,20.7,14.3,43,34,2,64.0,1,1.0
CUST-101386,79.4,Low Risk (Healthy),25,83.6,95.0,5605,21,0,0.0,0,3.5
CUST-101387,76.8,Low Risk (Healthy),26,74.7,59.8,598,13,2,18.6,0,5.0
CUST-101388,63.4,Medium Risk (Warning),20,61.0,79.2,3722,40,1,12.3,0,4.0
CUST-101389,11.6,High Risk (Critical),3,38.5,15.1,30,29,1,63.5,1,3.0
CUST-101390,17.5,High Risk (Critical),10,24.7,10.3,115,19,2,58.3,0,2.0
CUST-101391,63.3,Medium Risk (Warning),23,57.3,60.0,13,41,2,4.5,0,4.0
CUST-101392,5.0,High Risk (Critical),8,21.0,5.3,123,35,5,19.1,0,1.0
CUST-101393,79.0,Low Risk (Healthy),29,89.7,65.5,4519,39,2,20.4,0,4.0
CUST-101394,81.0,Low Risk (Healthy),28,75.6,75.7,63,9,0,0.0,0,3.5
CUST-101395,13.3,High Risk (Critical),7,15.2,12.2,41,35,1,36.6,1,3.0
CUST-101396,63.8,Medium Risk (Warning),27,66.5,48.2,55,36,3,9.6,0,3.5
CUST-101397,16.0,High Risk (Critical),1,30.7,10.5,129,20,1,20.3,0,2.0
CUST-101398,69.9,Medium Risk (Warning),18,83.0,90.8,57,30,0,0.0,0,3.5
CUST-101399,72.1,Low Risk (Healthy),28,71.8,26.0,52,32,2,22.5,0,4.0
CUST-101400,14.4,High Risk (Critical),10,27.0,17.4,22,33,6,13.8,0,3.0
CUST-101401,5.0,High Risk (Critical),5,26.4,12.8,44,3,3,61.9,1,2.0
CUST-101402,43.8,High Risk (Critical),14,13.9,8.2,80,2,0,0.0,0,3.5
CUST-101403,5.0,High Risk (Critical),3,19.9,9.3,117,10,1,59.9,0,1.0
CUST-101404,5.0,High Risk (Critical),1,22.3,20.1,7,25,3,44.3,0,1.0
CUST-101405,70.6,Low Risk (Healthy),23,62.8,42.0,3276,7,2,7.6,0,5.0
CUST-101406,71.5,Low Risk (Healthy),22,81.6,107.0,5136,37,3,2.9,0,5.0
CUST-101407,62.8,Medium Risk (Warning),23,62.7,102.1,14,41,2,21.2,0,4.0
CUST-101408,76.7,Low Risk (Healthy),27,83.8,102.0,103,22,1,11.5,0,3.5
CUST-101409,62.3,Medium Risk (Warning),18,57.8,53.9,3719,16,0,0.0,0,3.5
CUST-101410,18.4,High Risk (Critical),7,26.6,6.1,114,33,1,23.6,1,3.0
CUST-101411,79.3,Low Risk (Healthy),28,75.6,27.1,34,37,1,5.5,0,4.0
CUST-101412,17.1,High Risk (Critical),11,11.2,10.9,31,6,1,39.4,1,3.0
CUST-101413,12.2,High Risk (Critical),11,35.1,19.0,144,20,2,61.6,1,2.0
CUST-101414,7.9,High Risk (Critical),9,22.9,9.9,111,15,1,71.6,1,2.0
CUST-101415,69.3,Medium Risk (Warning),27,50.4,81.8,60,34,1,14.5,0,4.0
CUST-101416,5.0,High Risk (Critical),8,35.0,19.2,73,2,7,26.2,0,1.0
CUST-101417,44.5,High Risk (Critical),10,33.9,12.1,74,26,0,0.0,0,3.5
CUST-101418,68.4,Medium Risk (Warning),19,73.4,50.4,1008,19,0,0.0,0,3.5
CUST-101419,57.8,Medium Risk (Warning),19,64.2,43.1,38,17,2,22.0,0,4.0
CUST-101420,21.9,High Risk (Critical),14,34.2,14.8,91,42,6,64.9,1,3.0
CUST-101421,5.6,High Risk (Critical),3,20.5,12.7,84,41,2,36.7,1,3.0
CUST-101422,70.9,Low Risk (Healthy),19,81.8,96.0,69,3,0,0.0,0,3.5
CUST-101423,10.3,High Risk (Critical),7,26.6,9.1,17,6,3,70.3,1,3.0
CUST-101424,19.3,High Risk (Critical),3,39.0,7.4,59,37,3,19.0,0,3.0
CUST-101425,68.7,Medium Risk (Warning),24,71.5,97.0,84,26,2,5.8,0,4.0
CUST-101426,17.3,High Risk (Critical),11,32.2,14.4,74,17,3,52.3,1,3.0
CUST-101427,78.5,Low Risk (Healthy),29,55.9,106.3,5421,0,1,23.7,0,5.0
CUST-101428,5.0,High Risk (Critical),5,17.4,10.6,24,44,2,24.8,1,1.0
CUST-101429,27.5,High Risk (Critical),1,17.1,20.7,120,41,0,0.0,0,3.5
CUST-101430,64.1,Medium Risk (Warning),15,76.9,33.7,370,8,0,0.0,0,3.5
CUST-101431,18.9,High Risk (Critical),14,34.2,17.8,17,27,3,32.5,0,1.0
CUST-101432,5.0,High Risk (Critical),4,15.0,8.1,114,25,3,23.6,1,1.0
CUST-101433,27.0,High Risk (Critical),11,29.6,10.8,78,36,1,36.6,0,2.0
CUST-101434,20.1,High Risk (Critical),10,25.1,13.1,46,21,1,70.1,0,2.0
CUST-101435,44.3,High Risk (Critical),9,37.6,6.4,85,1,0,0.0,0,3.5
CUST-101436,20.6,High Risk (Critical),3,18.1,4.1,107,8,1,22.3,0,3.0
CUST-101437,5.0,High Risk (Critical),1,14.8,12.9,149,29,5,54.5,1,1.0
CUST-101438,74.1,Low Risk (Healthy),25,65.8,54.5,3651,19,0,0.0,0,3.5
CUST-101439,21.7,High Risk (Critical),14,23.6,9.6,95,5,1,48.2,0,1.0
CUST-101440,62.3,Medium Risk (Warning),17,62.0,25.4,1701,9,0,0.0,0,3.5
CUST-101441,63.1,Medium Risk (Warning),18,60.2,85.8,81,27,0,0.0,0,3.5
CUST-101442,38.5,High Risk (Critical),7,27.3,15.6,57,44,0,0.0,0,3.5
CUST-101443,40.1,High Risk (Critical),5,41.3,5.2,98,10,0,0.0,0,3.5
CUST-101444,31.7,High Risk (Critical),1,31.1,19.3,43,25,0,0.0,0,3.5
CUST-101445,83.3,Low Risk (Healthy),27,87.7,67.3,2759,26,0,0.0,0,3.5
CUST-101446,73.2,Low Risk (Healthy),24,60.2,70.9,95,37,1,22.9,0,5.0
CUST-101447,67.1,Medium Risk (Warning),24,53.6,49.8,1145,30,1,7.7,0,4.0
CUST-101448,66.9,Medium Risk (Warning),16,91.1,92.6,144,3,1,14.0,0,4.0
CUST-101449,72.7,Low Risk (Healthy),21,79.0,41.6,148,35,0,0.0,0,3.5
CUST-101450,9.9,High Risk (Critical),5,24.6,10.8,29,4,2,16.8,0,1.0
CUST-101451,13.8,High Risk (Critical),13,16.7,14.5,56,19,3,20.5,0,1.0
CUST-101452,67.0,Medium Risk (Warning),20,64.3,80.1,111,43,0,0.0,0,3.5
CUST-101453,19.4,High Risk (Critical),10,32.2,8.8,3,35,1,44.9,0,1.0
CUST-101454,20.6,High Risk (Critical),7,38.6,7.6,83,35,2,34.4,0,2.0
CUST-101455,5.0,High Risk (Critical),6,10.3,15.6,141,32,4,18.7,1,1.0
CUST-101456,70.3,Low Risk (Healthy),25,53.2,109.4,5251,37,0,0.0,0,3.5
CUST-101457,9.5,High Risk (Critical),2,23.3,19.2,130,21,1,33.3,1,3.0
CUST-101458,15.8,High Risk (Critical),9,31.8,8.7,77,12,4,61.9,0,3.0
CUST-101459,65.2,Medium Risk (Warning),15,71.2,100.2,1,7,1,17.6,0,5.0
CUST-101460,73.2,Low Risk (Healthy),25,63.0,78.5,95,31,0,0.0,0,3.5
CUST-101461,10.3,High Risk (Critical),10,26.0,6.9,27,24,2,38.6,1,2.0
CUST-101462,26.0,High Risk (Critical),9,26.9,7.3,57,38,1,16.4,0,2.0
CUST-101463,20.0,High Risk (Critical),9,11.7,11.2,8,15,1,27.9,0,2.0
CUST-101464,82.6,Low Risk (Healthy),28,81.0,42.6,1,3,0,0.0,0,3.5
CUST-101465,10.2,High Risk (Critical),6,38.8,11.9,131,34,1,59.6,1,2.0
CUST-101466,34.4,High Risk (Critical),6,18.1,8.2,5,45,0,0.0,0,3.5
CUST-101467,20.9,High Risk (Critical),6,44.0,20.7,44,32,2,34.4,0,2.0
CUST-101468,9.9,High Risk (Critical),5,37.3,11.7,130,2,4,31.8,0,2.0
CUST-101469,76.1,Low Risk (Healthy),26,68.0,93.3,5971,40,0,0.0,0,3.5
CUST-101470,57.9,Medium Risk (Warning),20,68.4,78.6,117,29,2,18.2,0,3.5
CUST-101471,15.6,High Risk (Critical),13,11.2,18.4,84,4,2,24.5,0,1.0
CUST-101472,8.9,High Risk (Critical),6,26.4,14.4,73,13,4,61.5,1,3.0
CUST-101473,73.8,Low Risk (Healthy),22,83.3,49.2,11,22,2,19.9,0,5.0
CUST-101474,5.0,High Risk (Critical),3,26.9,8.2,118,5,3,48.5,1,2.0
CUST-101475,18.6,High Risk (Critical),10,36.6,9.0,139,6,3,45.4,0,2.0
CUST-101476,20.5,High Risk (Critical),11,16.1,17.6,26,26,2,23.7,0,2.0
CUST-101477,10.5,High Risk (Critical),8,42.8,4.7,131,16,3,54.3,1,2.0
CUST-101478,15.2,High Risk (Critical),12,34.6,4.0,118,34,4,57.5,0,2.0
CUST-101479,64.8,Medium Risk (Warning),21,71.4,62.7,104,8,1,13.1,0,3.5
CUST-101480,26.7,High Risk (Critical),7,25.8,17.5,122,5,1,35.2,0,3.0
CUST-101481,58.8,Medium Risk (Warning),15,59.3,70.4,5561,39,0,0.0,0,3.5
CUST-101482,23.1,High Risk (Critical),8,12.7,14.1,69,24,1,42.9,0,3.0
CUST-101483,15.9,High Risk (Critical),6,36.8,5.2,137,5,1,41.1,0,1.0
CUST-101484,44.7,High Risk (Critical),14,16.7,11.3,26,45,0,0.0,0,3.5
CUST-101485,7.6,High Risk (Critical),7,17.4,21.7,128,38,2,60.0,1,3.0
CUST-101486,16.6,High Risk (Critical),14,38.1,18.1,104,30,4,27.8,0,1.0
CUST-101487,54.2,Medium Risk (Warning),16,55.7,75.4,127,39,1,6.7,0,3.5
CUST-101488,79.6,Low Risk (Healthy),24,77.3,91.5,3385,27,1,12.8,0,5.0
CUST-101489,30.1,High Risk (Critical),12,35.4,18.3,113,12,2,51.8,0,3.0
CUST-101490,66.3,Medium Risk (Warning),16,85.2,79.0,4503,14,1,5.1,0,4.0
CUST-101491,23.2,High Risk (Critical),12,43.7,17.8,124,32,1,63.4,0,1.0
CUST-101492,48.7,Medium Risk (Warning),13,34.6,12.5,33,12,0,0.0,0,3.5
CUST-101493,5.0,High Risk (Critical),11,31.0,20.6,15,5,3,38.6,1,1.0
CUST-101494,47.4,Medium Risk (Warning),11,39.0,8.0,114,38,0,0.0,0,3.5
CUST-101495,61.6,Medium Risk (Warning),19,65.3,66.3,3182,9,3,10.4,0,5.0
CUST-101496,5.0,High Risk (Critical),4,25.7,13.8,124,34,1,61.1,1,2.0
CUST-101497,17.0,High Risk (Critical),14,17.8,14.1,92,16,4,33.4,1,3.0
CUST-101498,16.7,High Risk (Critical),10,28.2,12.6,110,32,1,56.4,0,1.0
CUST-101499,21.2,High Risk (Critical),6,30.9,14.6,86,9,1,32.6,0,2.0
CUST-101500,8.6,High Risk (Critical),9,28.0,15.7,12,38,4,62.1,0,2.0
CUST-101501,55.3,Medium Risk (Warning),16,79.8,38.1,1600,32,2,23.5,0,3.5
CUST-101502,25.5,High Risk (Critical),5,23.0,16.6,54,36,1,16.8,0,3.0
CUST-101503,85.6,Low Risk (Healthy),26,86.4,43.0,72,42,1,7.5,0,5.0
CUST-101504,50.5,Medium Risk (Warning),16,50.8,80.9,62,24,2,16.9,0,4.0
CUST-101505,59.3,Medium Risk (Warning),15,65.1,26.2,143,22,2,18.1,0,5.0
CUST-101506,89.1,Low Risk (Healthy),29,84.4,91.4,63,15,1,6.8,0,5.0
CUST-101507,12.2,High Risk (Critical),11,34.6,22.0,90,36,3,54.7,0,1.0
CUST-101508,13.5,High Risk (Critical),1,19.8,11.1,40,44,2,30.2,0,3.0
CUST-101509,23.4,High Risk (Critical),1,35.2,14.4,25,22,1,20.2,0,3.0
CUST-101510,66.2,Medium Risk (Warning),16,79.5,84.2,37,38,0,0.0,0,3.5
CUST-101511,78.3,Low Risk (Healthy),27,71.0,104.6,76,31,0,0.0,0,3.5
CUST-101512,11.2,High Risk (Critical),3,38.4,6.5,139,33,1,66.3,1,3.0
CUST-101513,14.5,High Risk (Critical),11,14.5,17.2,101,6,1,51.9,0,1.0
CUST-101514,14.8,High Risk (Critical),13,14.8,19.1,12,9,2,61.4,1,3.0
CUST-101515,16.2,High Risk (Critical),4,35.2,10.0,63,34,1,29.8,1,3.0
CUST-101516,82.0,Low Risk (Healthy),26,87.9,68.8,19,5,0,0.0,0,3.5
CUST-101517,5.0,High Risk (Critical),3,26.6,4.2,54,10,3,43.3,0,1.0
CUST-101518,72.2,Low Risk (Healthy),19,71.7,30.7,97,14,1,5.3,0,5.0
CUST-101519,5.0,High Risk (Critical),1,41.7,16.0,118,7,2,50.0,1,2.0
CUST-101520,57.0,Medium Risk (Warning),15,53.4,67.3,57,2,0,0.0,0,3.5
CUST-101521,26.6,High Risk (Critical),3,44.5,19.0,73,32,1,38.2,0,3.0
CUST-101522,68.0,Medium Risk (Warning),21,63.4,107.2,6753,15,0,0.0,0,3.5
CUST-101523,69.9,Medium Risk (Warning),23,79.0,91.0,3549,27,2,3.4,0,4.0
CUST-101524,83.8,Low Risk (Healthy),28,94.0,42.9,2273,41,1,14.1,0,4.0
CUST-101525,17.0,High Risk (Critical),9,27.4,13.8,141,22,2,57.4,0,2.0
CUST-101526,5.0,High Risk (Critical),7,17.3,11.1,146,22,1,45.2,1,1.0
CUST-101527,16.5,High Risk (Critical),6,24.5,11.5,95,30,1,22.8,1,3.0
CUST-101528,5.0,High Risk (Critical),7,16.8,16.0,119,23,3,39.3,1,1.0
CUST-101529,80.4,Low Risk (Healthy),24,91.3,109.7,103,8,0,0.0,0,3.5
CUST-101530,26.7,High Risk (Critical),12,40.4,11.7,129,12,3,59.7,0,3.0
CUST-101531,70.5,Low Risk (Healthy),28,53.0,34.1,26,35,1,21.8,0,4.0
CUST-101532,28.8,High Risk (Critical),5,33.1,19.6,33,41,1,14.2,0,3.0
CUST-101533,70.5,Low Risk (Healthy),23,86.0,90.7,44,43,2,15.6,0,4.0
CUST-101534,68.9,Medium Risk (Warning),28,59.1,89.4,6705,22,2,17.7,0,4.0
CUST-101535,74.5,Low Risk (Healthy),22,80.6,65.3,1044,13,0,0.0,0,3.5
CUST-101536,9.1,High Risk (Critical),9,12.6,16.2,51,17,2,53.7,1,3.0
CUST-101537,5.0,High Risk (Critical),5,21.5,5.0,44,4,2,32.4,1,2.0
CUST-101538,19.2,High Risk (Critical),11,44.7,4.2,120,11,2,55.0,0,1.0
CUST-101539,66.4,Medium Risk (Warning),17,75.8,55.5,3885,11,0,0.0,0,3.5
CUST-101540,10.0,High Risk (Critical),5,20.8,7.8,17,43,1,39.1,0,1.0
CUST-101541,10.2,High Risk (Critical),10,19.9,21.8,37,12,2,56.7,0,1.0
CUST-101542,5.0,High Risk (Critical),5,25.1,18.8,39,40,3,42.0,1,2.0
CUST-101543,74.0,Low Risk (Healthy),22,90.9,88.3,6534,0,1,21.0,0,4.0
CUST-101544,77.3,Low Risk (Healthy),25,76.5,48.4,1452,30,0,0.0,0,3.5
CUST-101545,68.8,Medium Risk (Warning),19,74.8,59.5,37,11,0,0.0,0,3.5
CUST-101546,85.5,Low Risk (Healthy),28,90.4,108.9,48,25,0,0.0,0,3.5
CUST-101547,21.0,High Risk (Critical),3,38.8,21.2,22,38,2,37.3,0,3.0
CUST-101548,22.6,High Risk (Critical),3,40.1,14.5,150,11,2,27.4,0,3.0
CUST-101549,14.1,High Risk (Critical),10,43.1,7.0,130,25,3,17.3,1,2.0
CUST-101550,17.0,High Risk (Critical),12,13.4,6.5,47,29,1,40.0,0,1.0
CUST-101551,25.4,High Risk (Critical),12,31.6,4.3,103,4,2,32.6,0,2.0
CUST-101552,66.8,Medium Risk (Warning),22,54.9,31.9,109,45,0,0.0,0,3.5
CUST-101553,23.8,High Risk (Critical),8,39.3,5.4,97,36,1,53.6,0,2.0
CUST-101554,5.0,High Risk (Critical),2,11.0,14.0,55,26,4,48.5,0,3.0
CUST-101555,14.9,High Risk (Critical),12,19.5,10.4,149,0,3,64.3,1,3.0
CUST-101556,64.4,Medium Risk (Warning),25,59.4,84.0,1932,33,2,21.9,0,4.0
CUST-101557,24.7,High Risk (Critical),10,44.2,19.7,61,22,3,63.1,0,3.0
