customer_id,signup_date,acquisition_channel,country,customer_segment
CUST-103358,2024-10-19,Organic Search,United States,SMB
CUST-103359,2025-02-19,Social Media,United Kingdom,Mid-Market
CUST-103360,2025-03-09,Direct,United States,SMB
CUST-103361,2025-11-24,Email Campaign,United States,SMB
CUST-103362,2024-09-09,Paid Ads,India,SMB
CUST-103363,2025-04-17,Paid Ads,United States,SMB
CUST-103364,2025-06-10,Organic Search,United States,Mid-Market
CUST-103365,2025-02-26,Referral,United States,SMB
CUST-103366,2024-04-02,paid ads,United Kingdom,SMB
CUST-103367,2024-04-09,Direct,Germany,SMB
CUST-103368,2024-02-01,Direct,United States,SMB
CUST-103369,2024-03-27,Organic Search,United States,SMB
CUST-103370,2025-04-18,Email Campaign,United States,Enterprise
CUST-103371,2024-10-21,Paid Ads,United Kingdom,SMB
CUST-103372,2025-02-14,Organic Search,Canada,SMB
CUST-103373,2024-07-05,Paid Ads,India,Mid-Market
CUST-103374,2025-03-15,Referral,United Kingdom,SMB
CUST-103375,2024-12-07,Organic Search,Germany,Mid-Market
CUST-103376,2025-02-16,Organic Search,India,Enterprise
CUST-103377,2025-03-23,Direct,United Kingdom,SMB
CUST-103378,2024-03-06,Paid Ads,India,Mid-Market
CUST-103379,2024-02-02,Organic Search,United States,SMB
CUST-103380,2024-12-04,Referral,United States,SMB
CUST-103381,2025-04-02,Referral,Germany,SMB
CUST-103382,2024-01-21,Email Campaign,United States,SMB
CUST-103383,2025-07-19,Organic Search,Canada,Mid-Market
CUST-103384,2025-10-08,Email Campaign,United Kingdom,SMB
CUST-103385,2024-03-08,Paid Ads,United States,SMB
CUST-103386,2024-02-08,Direct,United States,Mid-Market
CUST-103387,2025-02-08,Email Campaign,United Kingdom,SMB
CUST-103388,2024-03-07,Organic Search,Germany,Mid-Market
CUST-103389,2025-01-26,Referral,Canada,SMB
CUST-103390,2024-04-11,Organic Search,United Kingdom,Enterprise
CUST-103391,2025-08-07,Paid Ads,United States,SMB
CUST-103392,2024-07-06,Organic Search,Germany,SMB
CUST-103393,2024-10-23,Referral,Australia,Enterprise
CUST-103394,2024-01-16,Organic Search,India,SMB
CUST-103395,2025-11-07,Organic Search,United States,SMB
CUST-103396,2025-07-07,Direct,United States,SMB
CUST-103397,2025-11-07,Referral,United States,Mid-Market
CUST-103398,2024-04-07,Direct,Australia,SMB
CUST-103399,2024-03-26,Organic Search,Germany,Mid-Market
CUST-103400,2025-09-01,Paid Ads,Netherlands,SMB
CUST-103401,2024-04-24,Organic Search,United Kingdom,SMB
CUST-103402,2025-05-30,Referral,Netherlands,Enterprise
CUST-103403,2024-03-13,outbound_sales,France,Mid-Market
CUST-103404,2024-05-21,Organic Search,United States,Enterprise
CUST-103405,2025-06-18,Paid Ads,France,SMB
CUST-103406,2025-06-03,Paid Ads,France,SMB
CUST-103407,2024-01-27,Paid Ads,United States,SMB
CUST-103408,2024-04-05,Direct,United States,SMB
CUST-103409,2024-11-02,Referral,United States,SMB
CUST-103410,2024-06-10,Paid Ads,United Kingdom,Mid-Market
CUST-103411,2024-06-18,Referral,United Kingdom,Enterprise
CUST-103412,2025-02-05,Referral,Netherlands,Enterprise
CUST-103413,2025-10-12,Organic Search,United States,SMB
CUST-103414,2024-09-21,Social Media,United States,SMB
CUST-103415,2025-03-13,Organic Search,Australia,SMB
CUST-103416,2024-10-17,Referral,India,SMB
CUST-103417,2025-01-21,Paid Ads,Canada,SMB
CUST-103418,2025-11-05,Referral,United States,SMB
CUST-103419,2025-09-11,Social Media,Canada,SMB
CUST-103420,2025-01-27,Referral,Canada,Enterprise
CUST-103421,2024-09-29,paid ads,United States,SMB
CUST-103422,2025-07-28,Paid Ads,United States,SMB
CUST-103423,2025-08-16,Email Campaign,India,SMB
CUST-103424,2024-05-08,Organic Search,Netherlands,Enterprise
CUST-103425,2024-09-29,Referral,United Kingdom,SMB
CUST-103426,2025-03-22,Organic Search,United States,SMB
CUST-103427,2025-06-23,Paid Ads,United Kingdom,SMB
CUST-103428,2024-03-05,Organic Search,United States,Enterprise
CUST-103429,2024-09-11,Paid Ads,Canada,SMB
CUST-103430,2024-07-28,Email Campaign,United States,SMB
CUST-103431,2024-01-01,Paid Ads,Netherlands,SMB
CUST-103432,2025-07-23,Paid Ads,United States,Mid-Market
CUST-103433,2024-06-18,Paid Ads,France,Mid-Market
CUST-103434,2024-09-25,organic search,United States,SMB
CUST-103435,2024-07-16,Email Campaign,United States,Mid-Market
CUST-103436,2024-03-05,Paid Ads,Canada,Mid-Market
CUST-103437,2024-03-07,Email Campaign,United States,SMB
CUST-103438,2025-07-13,Referral,United Kingdom,Enterprise
CUST-103439,2025-02-14,Paid Ads,United Kingdom,SMB
CUST-103440,2024-10-04,Paid Ads,India,SMB
CUST-103441,2024-11-30,Referral,Australia,SMB
CUST-103442,2025-07-13,Paid Ads,Germany,SMB
CUST-103443,2025-08-18,Paid Ads,Germany,SMB
CUST-103444,2025-01-25,Referral,Germany,Mid-Market
CUST-103445,2025-08-25,Paid Ads,United States,Mid-Market
CUST-103446,2025-09-20,Organic Search,Germany,SMB
CUST-103447,2025-05-04,outbound_sales,United States,Enterprise
CUST-103448,2024-02-15,Paid Ads,United States,SMB
CUST-103449,2024-03-04,Organic Search,Germany,Mid-Market
CUST-103450,2025-02-08,Organic Search,United States,SMB
CUST-103451,2024-05-08,Organic Search,United Kingdom,SMB
CUST-103452,2025-01-23,Paid Ads,United States,SMB
CUST-103453,2024-11-04,Direct,United States,Enterprise
CUST-103454,2024-02-18,Paid Ads,United States,SMB
CUST-103455,2025-07-24,Referral,United Kingdom,SMB
CUST-103456,2025-03-22,Paid Ads,United States,Mid-Market
CUST-103457,2025-03-09,Direct,United Kingdom,SMB
CUST-103458,2024-01-30,Referral,Canada,SMB
CUST-103459,2024-08-14,Organic Search,United Kingdom,SMB
CUST-103460,2024-09-05,Direct,United States,Mid-Market
CUST-103461,2024-05-13,Direct,United States,SMB
CUST-103462,2024-02-25,Organic Search,Germany,SMB
CUST-103463,2024-02-24,Organic Search,France,SMB
CUST-103464,2024-05-01,Organic Search,United States,Enterprise
CUST-103465,2025-03-14,outbound_sales,United Kingdom,Mid-Market
CUST-103466,2024-05-17,Email Campaign,Germany,SMB
CUST-103467,2024-06-30,Paid Ads,Netherlands,SMB
CUST-103468,2025-05-30,Direct,United States,Mid-Market
CUST-103469,2024-03-02,Organic Search,Australia,SMB
CUST-103470,2025-08-25,Paid Ads,United States,Mid-Market
CUST-103471,2024-05-10,Organic Search,United States,SMB
CUST-103472,2025-01-01,Paid Ads,Canada,SMB
CUST-103473,2025-04-01,Organic Search,Canada,Mid-Market
CUST-103474,2025-10-15,Direct,United States,Mid-Market
CUST-103475,2024-02-24,Organic Search,United States,Mid-Market
CUST-103476,2024-12-16,Organic Search,United States,SMB
CUST-103477,2025-06-29,Organic Search,United Kingdom,Enterprise
CUST-103478,2025-01-12,outbound_sales,France,SMB
CUST-103479,2025-11-18,Referral,Canada,SMB
CUST-103480,2025-01-05,email campaign,Netherlands,SMB
CUST-103481,2025-03-15,Paid Ads,Germany,SMB
CUST-103482,2024-05-29,Direct,India,SMB
CUST-103483,2024-07-17,Organic Search,Canada,SMB
CUST-103484,2025-09-21,Email Campaign,Canada,SMB
CUST-103485,2024-03-27,Paid Ads,Australia,SMB
CUST-103486,2025-11-11,Paid Ads,Germany,Mid-Market
CUST-103487,2024-02-01,Organic Search,India,SMB
CUST-103488,2024-03-15,Direct,United States,SMB
CUST-103489,2024-03-09,Referral,United States,SMB
CUST-103490,2024-12-02,Email Campaign,United States,SMB
CUST-103491,2024-08-23,Paid Ads,United Kingdom,Mid-Market
CUST-103492,2024-08-22,paid ads,United States,SMB
CUST-103493,2025-10-11,Email Campaign,United Kingdom,Mid-Market
CUST-103494,2025-04-30,Paid Ads,United Kingdom,SMB
CUST-103495,2024-06-25,Paid Ads,United States,Mid-Market
CUST-103496,2024-09-25,Paid Ads,India,SMB
CUST-103497,2025-01-05,Email Campaign,United Kingdom,SMB
CUST-103498,2025-07-19,Organic Search,Germany,Mid-Market
CUST-103499,2025-11-16,Paid Ads,Germany,SMB
CUST-103500,2025-05-29,Paid Ads,United States,SMB
CUST-103501,2025-09-29,Referral,United Kingdom,SMB
CUST-103502,2024-06-07,Direct,Canada,SMB
CUST-103503,2024-11-18,Paid Ads,Canada,Mid-Market
CUST-103504,2025-04-05,Email Campaign,United States,SMB
CUST-103505,2025-09-04,Referral,Netherlands,Mid-Market
CUST-103506,2024-05-15,Social Media,India,SMB
CUST-103507,2024-06-15,Paid Ads,United States,Mid-Market
CUST-103508,2024-04-25,outbound_sales,Germany,SMB
CUST-103509,2024-06-09,Social Media,United Kingdom,Enterprise
CUST-103510,2025-06-11,Social Media,Canada,SMB
CUST-103511,2024-05-29,Organic Search,India,SMB
CUST-103512,2024-01-03,Organic Search,Germany,SMB
CUST-103513,2024-04-27,Organic Search,United States,Mid-Market
CUST-103514,2025-07-25,Social Media,Germany,Mid-Market
CUST-103515,2025-07-14,Organic Search,United States,SMB
CUST-103516,2024-10-22,Organic Search,Canada,Mid-Market
CUST-103517,2024-11-22,Referral,Germany,SMB
CUST-103518,2024-02-18,Email Campaign,United States,Mid-Market
CUST-103519,2025-07-17,Referral,United States,SMB
CUST-103520,2025-08-25,paid ads,Germany,SMB
CUST-103521,2024-01-18,paid ads,Canada,Enterprise
CUST-103522,2024-10-12,Social Media,France,SMB
CUST-103523,2024-03-17,Paid Ads,Australia,SMB
CUST-103524,2025-11-15,Paid Ads,United States,SMB
CUST-103525,2025-02-06,Social Media,United States,SMB
CUST-103526,2024-08-18,outbound_sales,United States,SMB
CUST-103527,2025-02-12,Referral,France,SMB
CUST-103528,2025-04-25,Organic Search,Germany,SMB
CUST-103529,2024-07-18,Paid Ads,United Kingdom,SMB
CUST-103530,2025-07-01,Email Campaign,United Kingdom,SMB
CUST-103531,2025-04-15,Email Campaign,United Kingdom,SMB
CUST-103532,2025-06-16,Direct,United Kingdom,SMB
CUST-103533,2025-11-07,referral,Canada,SMB
CUST-103534,2025-08-28,Paid Ads,United States,Mid-Market
CUST-103535,2025-01-21,Organic Search,Germany,SMB
CUST-103536,2024-05-15,Paid Ads,Canada,Enterprise
CUST-103537,2025-10-08,Paid Ads,United Kingdom,Mid-Market
CUST-103538,2024-11-05,outbound_sales,United Kingdom,SMB
CUST-103539,2025-08-08,Paid Ads,United States,SMB
CUST-103540,2024-12-09,Paid Ads,Netherlands,SMB
CUST-103541,2024-10-24,Email Campaign,Germany,SMB
CUST-103542,2025-09-08,Organic Search,United States,SMB
CUST-103543,2025-10-22,Referral,United States,SMB
CUST-103544,2024-05-21,Paid Ads,United States,SMB
CUST-103545,2024-12-08,Paid Ads,United States,SMB
CUST-103546,2024-09-27,Email Campaign,United States,Enterprise
CUST-103547,2025-07-20,Paid Ads,United States,SMB
CUST-103548,2024-11-22,Paid Ads,United Kingdom,SMB
CUST-103549,2024-05-09,Direct,United States,Mid-Market
CUST-103550,2024-01-19,Social Media,United States,SMB
CUST-103551,2024-12-16,Paid Ads,France,SMB
CUST-103552,2024-05-19,Paid Ads,India,Enterprise
CUST-103553,2025-07-27,Referral,Australia,Mid-Market
CUST-103554,2024-02-29,Organic Search,United Kingdom,Enterprise
CUST-103555,2024-07-06,Organic Search,United States,SMB
CUST-103556,2025-03-05,Organic Search,France,SMB
CUST-103557,2025-01-17,Organic Search,United States,Mid-Market
CUST-103558,2025-10-18,Email Campaign,France,SMB
CUST-103559,2024-01-02,Referral,India,Mid-Market
CUST-103560,2025-11-03,Organic Search,United States,SMB
CUST-103561,2025-01-06,Organic Search,India,Mid-Market
CUST-103562,2025-08-06,Organic Search,United States,SMB
CUST-103563,2025-08-30,Paid Ads,United States,Enterprise
CUST-103564,2025-10-31,Organic Search,United Kingdom,Mid-Market
CUST-103565,2024-12-01,Email Campaign,United States,SMB
CUST-103566,2025-06-18,Paid Ads,Germany,SMB
CUST-103567,2025-02-26,Paid Ads,Germany,SMB
CUST-103568,2024-04-28,Paid Ads,Canada,Enterprise
CUST-103569,2025-06-11,Social Media,Netherlands,SMB
CUST-103570,2025-07-05,Organic Search,Australia,Mid-Market
CUST-103571,2024-09-21,Paid Ads,United States,Mid-Market
CUST-103572,2025-02-16,Organic Search,United States,SMB
CUST-103573,2025-01-03,Paid Ads,United Kingdom,Mid-Market
CUST-103574,2024-06-04,Paid Ads,United States,Mid-Market
CUST-103575,2025-03-21,Organic Search,United Kingdom,SMB
CUST-103576,2024-09-14,Direct,France,SMB
CUST-103577,2024-06-30,Paid Ads,United States,Enterprise
CUST-103578,2025-10-07,outbound_sales,United States,Enterprise
CUST-103579,2024-12-04,Paid Ads,United Kingdom,SMB
CUST-103580,2024-02-21,Paid Ads,United Kingdom,SMB
CUST-103581,2025-02-10,organic search,United Kingdom,Mid-Market
CUST-103582,2024-02-04,Referral,United States,Mid-Market
CUST-103583,2025-05-20,Referral,United States,SMB
CUST-103584,2024-04-14,Direct,United States,SMB
CUST-103585,2025-06-03,social media,United States,Enterprise
CUST-103586,2024-12-02,Direct,Canada,SMB
CUST-103587,2024-06-30,Organic Search,United States,Mid-Market
CUST-103588,2024-08-27,Paid Ads,Australia,SMB
CUST-103589,2025-11-29,Organic Search,United States,SMB
CUST-103590,2025-03-24,Social Media,Canada,Enterprise
CUST-103591,2024-03-01,Organic Search,India,Mid-Market
CUST-103592,2024-02-21,Organic Search,United States,SMB
CUST-103593,2024-07-06,Social Media,United States,Mid-Market
CUST-103594,2025-08-25,paid ads,Germany,SMB
CUST-103595,2024-10-16,Organic Search,India,SMB
CUST-103596,2024-07-14,Direct,United Kingdom,SMB
CUST-103597,2025-08-27,Referral,Germany,Enterprise
CUST-103598,2024-03-08,Organic Search,Netherlands,SMB
CUST-103599,2024-08-09,outbound_sales,Canada,SMB
CUST-103600,2025-08-15,organic search,United States,SMB
CUST-103601,2024-08-07,Paid Ads,United Kingdom,Mid-Market
CUST-103602,2024-03-06,Organic Search,United States,SMB
CUST-103603,2024-08-14,outbound_sales,United States,SMB
CUST-103604,2025-07-12,Paid Ads,Canada,SMB
CUST-103605,2025-08-03,paid ads,United States,SMB
CUST-103606,2025-02-21,outbound_sales,United Kingdom,SMB
CUST-103607,2025-02-11,Referral,France,Enterprise
CUST-103608,2024-03-16,Referral,Canada,SMB
CUST-103609,2024-09-04,outbound_sales,United Kingdom,Mid-Market
CUST-103610,2024-08-11,Referral,United Kingdom,SMB
CUST-103611,2025-01-18,Direct,United States,SMB
CUST-103612,2024-06-09,Paid Ads,United States,SMB
CUST-103613,2024-01-12,Organic Search,United States,SMB
CUST-103614,2025-02-04,Organic Search,United States,SMB
CUST-103615,2024-03-03,Referral,Germany,SMB
CUST-103616,2024-08-12,Email Campaign,United States,Mid-Market
CUST-103617,2024-02-02,Referral,Germany,Mid-Market
CUST-103618,2024-02-17,Paid Ads,United States,Mid-Market
CUST-103619,2025-02-27,Paid Ads,United States,SMB
CUST-103620,2024-03-31,Paid Ads,United Kingdom,Mid-Market
CUST-103621,2024-01-07,Paid Ads,Germany,Enterprise
CUST-103622,2025-04-12,Paid Ads,Australia,SMB
CUST-103623,2025-07-10,Paid Ads,India,Mid-Market
CUST-103624,2025-08-30,Email Campaign,Canada,SMB
CUST-103625,2024-08-24,Social Media,United States,Mid-Market
CUST-103626,2024-01-09,Direct,United States,SMB
CUST-103627,2024-03-20,Paid Ads,Netherlands,Mid-Market
CUST-103628,2024-05-09,Organic Search,United Kingdom,SMB
CUST-103629,2024-06-14,Organic Search,Canada,SMB
CUST-103630,2024-06-21,Organic Search,India,Mid-Market
CUST-103631,2024-12-27,Social Media,United Kingdom,SMB
CUST-103632,2025-05-15,Email Campaign,Germany,SMB
CUST-103633,2024-04-24,Paid Ads,United States,SMB
CUST-103634,2024-03-24,Email Campaign,Australia,SMB
CUST-103635,2025-04-26,Organic Search,Germany,SMB
CUST-103636,2024-02-21,Email Campaign,Canada,Enterprise
CUST-103637,2025-09-10,Direct,United States,Enterprise
CUST-103638,2024-06-07,Paid Ads,Germany,Mid-Market
CUST-103639,2024-10-09,Paid Ads,Australia,Mid-Market
CUST-103640,2025-06-10,organic search,Canada,SMB
CUST-103641,2024-06-30,Referral,Germany,SMB
CUST-103642,2024-08-22,Organic Search,France,SMB
CUST-103643,2024-10-12,Paid Ads,United States,SMB
CUST-103644,2025-06-21,Email Campaign,United States,Enterprise
CUST-103645,2025-08-14,Referral,United States,SMB
CUST-103646,2025-10-04,Email Campaign,United States,SMB
CUST-103647,2024-10-10,Social Media,Germany,SMB
CUST-103648,2025-03-25,Paid Ads,India,SMB
CUST-103649,2024-09-06,Paid Ads,United States,Mid-Market
CUST-103650,2025-05-30,Organic Search,United States,SMB
CUST-103651,2024-07-20,Organic Search,Netherlands,SMB
CUST-103652,2025-09-01,Organic Search,India,SMB
CUST-103653,2025-08-21,Organic Search,United Kingdom,SMB
CUST-103654,2024-01-24,Referral,Netherlands,SMB
CUST-103655,2024-03-16,Paid Ads,United States,SMB
CUST-103656,2024-06-11,Referral,France,SMB
CUST-103657,2024-01-30,Paid Ads,India,Mid-Market
CUST-103658,2024-03-09,Referral,United States,SMB
CUST-103659,2024-07-26,Social Media,United States,SMB
CUST-103660,2025-02-19,Referral,United States,Mid-Market
CUST-103661,2025-02-06,Paid Ads,Canada,Mid-Market
CUST-103662,2025-02-07,Social Media,United States,SMB
CUST-103663,2025-01-05,Organic Search,Germany,Mid-Market
CUST-103664,2024-11-03,Referral,United Kingdom,SMB
CUST-103665,2024-11-09,Referral,United States,SMB
CUST-103666,2024-01-09,Paid Ads,Germany,SMB
CUST-103667,2024-06-21,Paid Ads,United Kingdom,Mid-Market
CUST-103668,2024-05-30,Paid Ads,Canada,Mid-Market
CUST-103669,2024-12-17,Social Media,United Kingdom,SMB
CUST-103670,2024-04-13,Referral,India,SMB
CUST-103671,2025-06-30,Email Campaign,France,SMB
CUST-103672,2024-04-10,Email Campaign,France,SMB
CUST-103673,2024-11-14,Social Media,Canada,Mid-Market
CUST-103674,2025-01-24,Paid Ads,United States,SMB
CUST-103675,2024-05-17,Email Campaign,Netherlands,SMB
CUST-103676,2024-07-10,Direct,Germany,SMB
CUST-103677,2024-09-08,Paid Ads,United States,Mid-Market
CUST-103678,2024-09-03,Organic Search,Canada,SMB
CUST-103679,2025-05-26,Paid Ads,United States,Mid-Market
CUST-103680,2025-04-23,Email Campaign,United States,Mid-Market
CUST-103681,2025-05-26,Paid Ads,United Kingdom,SMB
CUST-103682,2024-10-01,Email Campaign,France,Enterprise
CUST-103683,2024-07-23,Paid Ads,United States,SMB
CUST-103684,2024-10-04,Paid Ads,France,SMB
CUST-103685,2024-03-06,Paid Ads,Australia,SMB
CUST-103686,2024-10-19,Paid Ads,United Kingdom,Enterprise
CUST-103687,2025-09-25,Social Media,United States,SMB
CUST-103688,2025-02-12,Referral,United States,Enterprise
CUST-103689,2025-02-10,Paid Ads,United Kingdom,SMB
CUST-103690,2024-01-14,Paid Ads,Netherlands,SMB
CUST-103691,2025-08-25,outbound_sales,United States,SMB
CUST-103692,2024-10-19,Organic Search,Germany,SMB
CUST-103693,2024-07-19,Organic Search,Australia,Enterprise
CUST-103694,2024-11-04,Email Campaign,Australia,SMB
CUST-103695,2025-04-08,Referral,United States,Mid-Market
CUST-103696,2025-11-28,Social Media,United States,SMB
CUST-103697,2025-05-22,Social Media,India,Enterprise
CUST-103698,2024-05-03,Organic Search,Canada,SMB
CUST-103699,2025-07-24,Paid Ads,United States,SMB
CUST-103700,2024-10-13,Email Campaign,United States,Mid-Market
CUST-103701,2025-04-16,Paid Ads,India,Mid-Market
CUST-103702,2024-02-19,Organic Search,United States,Enterprise
CUST-103703,2025-11-23,Organic Search,United Kingdom,Mid-Market
CUST-103704,2024-05-31,Organic Search,United Kingdom,SMB
CUST-103705,2025-02-13,email campaign,United States,SMB
CUST-103706,2024-10-12,Social Media,Germany,SMB
CUST-103707,2024-12-31,Direct,India,Enterprise
CUST-103708,2025-01-11,paid ads,United Kingdom,Enterprise
CUST-103709,2024-06-04,Paid Ads,Germany,Mid-Market
CUST-103710,2024-07-09,Paid Ads,Germany,Enterprise
CUST-103711,2024-01-28,Referral,United States,SMB
CUST-103712,2024-08-10,Email Campaign,United Kingdom,SMB
CUST-103713,2024-06-17,Social Media,United States,SMB
CUST-103714,2024-12-25,Email Campaign,United Kingdom,SMB
CUST-103715,2024-01-28,Referral,United States,Mid-Market
CUST-103716,2024-09-09,Paid Ads,Canada,Enterprise
CUST-103717,2025-11-06,Email Campaign,Australia,SMB
CUST-103718,2025-03-29,Organic Search,Germany,Mid-Market
CUST-103719,2024-06-27,Organic Search,United States,SMB
CUST-103720,2024-08-15,Email Campaign,United States,SMB
CUST-103721,2025-06-03,Paid Ads,United States,SMB
CUST-103722,2025-07-18,outbound_sales,United States,SMB
CUST-103723,2024-05-03,Email Campaign,India,Mid-Market
CUST-103724,2024-02-09,Organic Search,United Kingdom,SMB
CUST-103725,2025-10-22,Direct,India,SMB
CUST-103726,2025-07-25,Referral,Germany,SMB
CUST-103727,2025-05-19,Referral,India,SMB
CUST-103728,2024-09-25,Referral,United States,SMB
CUST-103729,2025-03-29,Email Campaign,United States,SMB
CUST-103730,2024-08-09,outbound_sales,Netherlands,SMB
CUST-103731,2025-06-04,Organic Search,United States,SMB
CUST-103732,2024-06-06,Paid Ads,Netherlands,Mid-Market
CUST-103733,2025-11-11,outbound_sales,Germany,SMB
CUST-103734,2024-12-28,Paid Ads,United States,Mid-Market
CUST-103735,2024-12-11,Organic Search,Germany,Enterprise
CUST-103736,2025-10-12,Email Campaign,United Kingdom,Mid-Market
CUST-103737,2025-10-25,Organic Search,United States,SMB
CUST-103738,2024-10-09,Organic Search,United States,SMB
CUST-103739,2025-07-26,Social Media,Canada,Mid-Market
CUST-103740,2024-01-14,Direct,United States,Mid-Market
CUST-103741,2025-11-07,Organic Search,Canada,Mid-Market
CUST-103742,2025-04-29,Referral,United States,SMB
CUST-103743,2025-05-02,Organic Search,United States,SMB
CUST-103744,2025-10-03,Referral,United States,SMB
CUST-103745,2024-03-14,Organic Search,Canada,Mid-Market
CUST-103746,2024-10-05,Organic Search,France,SMB
CUST-103747,2025-08-29,outbound_sales,Germany,SMB
CUST-103748,2024-07-08,organic search,India,Mid-Market
CUST-103749,2024-06-21,Paid Ads,United States,SMB
CUST-103750,2025-10-29,Paid Ads,United States,Mid-Market
CUST-103751,2024-03-16,Social Media,United Kingdom,Mid-Market
CUST-103752,2025-09-27,Paid Ads,United Kingdom,SMB
CUST-103753,2025-08-02,Social Media,United Kingdom,SMB
CUST-103754,2025-05-10,Organic Search,India,Enterprise
CUST-103755,2025-03-24,Referral,Germany,SMB
CUST-103756,2025-08-13,outbound_sales,United Kingdom,SMB
CUST-103757,2024-12-26,Organic Search,Germany,SMB
CUST-103758,2025-08-08,Social Media,Germany,SMB
CUST-103759,2024-04-03,referral,United States,SMB
CUST-103760,2025-06-08,Referral,Canada,SMB
CUST-103761,2024-05-07,Organic Search,United States,SMB
CUST-103762,2024-01-25,Email Campaign,United Kingdom,SMB
CUST-103763,2025-07-30,referral,India,SMB
CUST-103764,2024-02-21,Organic Search,United Kingdom,SMB
CUST-103765,2024-11-12,Referral,Canada,SMB
CUST-103766,2025-04-03,Referral,France,Mid-Market
CUST-103767,2024-07-25,paid ads,United States,Mid-Market
CUST-103768,2024-12-04,Organic Search,United States,SMB
CUST-103769,2025-04-26,Organic Search,Germany,SMB
CUST-103770,2025-03-12,Referral,Netherlands,SMB
CUST-103771,2025-10-12,Referral,United States,SMB
CUST-103772,2024-11-24,Organic Search,Germany,SMB
CUST-103773,2024-07-02,Paid Ads,United States,SMB
CUST-103774,2025-11-21,Organic Search,United States,Enterprise
CUST-103775,2025-09-20,Paid Ads,United Kingdom,Mid-Market
CUST-103776,2024-12-09,Referral,United States,SMB
CUST-103777,2024-09-10,Paid Ads,United States,SMB
CUST-103778,2024-10-26,Email Campaign,United States,SMB
CUST-103779,2024-11-08,Referral,United States,Enterprise
CUST-103780,2025-09-14,Organic Search,Canada,Mid-Market
CUST-103781,2025-04-06,Paid Ads,United Kingdom,SMB
CUST-103782,2024-01-18,Paid Ads,Germany,Mid-Market
CUST-103783,2024-05-29,Organic Search,Germany,SMB
CUST-103784,2025-05-03,Email Campaign,United States,SMB
CUST-103785,2025-10-19,Email Campaign,United Kingdom,Mid-Market
CUST-103786,2024-09-12,Organic Search,Netherlands,Enterprise
CUST-103787,2025-04-01,Organic Search,Germany,SMB
CUST-103788,2024-02-14,Paid Ads,United States,Mid-Market
CUST-103789,2024-10-20,Referral,Canada,SMB
CUST-103790,2025-08-22,organic search,Canada,SMB
CUST-103791,2024-11-05,Paid Ads,United Kingdom,SMB
CUST-103792,2024-05-31,email campaign,United States,SMB
CUST-103793,2024-12-30,Organic Search,Canada,SMB
CUST-103794,2024-12-07,Direct,India,SMB
CUST-103795,2024-07-13,Paid Ads,United States,Mid-Market
CUST-103796,2024-01-03,Referral,United Kingdom,Mid-Market
CUST-103797,2025-09-16,Organic Search,United States,Mid-Market
CUST-103798,2024-07-12,Paid Ads,United States,SMB
CUST-103799,2024-08-16,Social Media,United Kingdom,SMB
CUST-103800,2024-07-06,Organic Search,United States,Enterprise
CUST-103801,2024-02-04,Direct,United States,SMB
CUST-103802,2025-02-20,Organic Search,United States,SMB
CUST-103803,2025-08-16,Paid Ads,Canada,Mid-Market
CUST-103804,2025-07-07,Direct,United States,Mid-Market
CUST-103805,2025-10-28,Paid Ads,Canada,SMB
CUST-103806,2025-01-25,Email Campaign,France,SMB
CUST-103807,2024-04-01,Referral,Netherlands,SMB
CUST-103808,2025-04-21,Paid Ads,Netherlands,SMB
CUST-103809,2024-02-29,Organic Search,United Kingdom,Mid-Market
CUST-103810,2024-02-18,Organic Search,India,SMB
CUST-103811,2025-02-04,Paid Ads,United Kingdom,SMB
CUST-103812,2024-06-12,Organic Search,United States,Enterprise
CUST-103813,2024-08-27,Organic Search,United States,SMB
CUST-103814,2024-04-20,Organic Search,Australia,SMB
CUST-103815,2024-09-16,Paid Ads,United Kingdom,Mid-Market
CUST-103816,2025-03-14,Email Campaign,United States,Mid-Market
CUST-103817,2025-03-13,Organic Search,United Kingdom,SMB
CUST-103818,2024-11-18,Organic Search,Canada,SMB
CUST-103819,2024-08-03,Organic Search,France,SMB
CUST-103820,2025-08-18,Referral,United States,SMB
CUST-103821,2024-08-09,Paid Ads,Australia,Mid-Market
CUST-103822,2025-07-07,Paid Ads,United States,Enterprise
CUST-103823,2024-01-17,Organic Search,Canada,Enterprise
CUST-103824,2024-05-15,Paid Ads,Australia,SMB
CUST-103825,2025-02-27,Social Media,United States,Mid-Market
CUST-103826,2024-04-14,Direct,United Kingdom,SMB
CUST-103827,2024-09-23,Paid Ads,Germany,Mid-Market
CUST-103828,2024-07-06,Social Media,United States,SMB
CUST-103829,2025-07-03,Direct,United Kingdom,Mid-Market
CUST-103830,2024-05-31,Paid Ads,Australia,SMB
CUST-103831,2025-09-05,Organic Search,France,Mid-Market
CUST-103832,2025-02-07,Email Campaign,United States,SMB
CUST-103833,2024-05-30,Social Media,United Kingdom,SMB
CUST-103834,2024-03-19,Email Campaign,United States,SMB
CUST-103835,2024-05-02,Referral,Netherlands,SMB
CUST-103836,2025-07-20,Paid Ads,Australia,SMB
CUST-103837,2024-03-16,Paid Ads,United States,Mid-Market
CUST-103838,2024-02-06,Email Campaign,France,SMB
CUST-103839,2025-08-24,outbound_sales,Germany,Mid-Market
CUST-103840,2024-11-21,Email Campaign,Australia,SMB
CUST-103841,2024-06-28,Organic Search,United Kingdom,SMB
CUST-103842,2024-08-13,Referral,United States,SMB
