customer_id,monthly_active_days,feature_adoption_rate_pct,avg_daily_session_mins,api_calls_count,export_reports_count
CUST-102687,28,79.0,93.5,1309,33
CUST-102688,3,39.8,19.3,85,22
CUST-102689,20,89.0,72.8,62,19
CUST-102690,22,76.5,108.5,145,20
CUST-102691,7,23.5,14.6,104,21
CUST-102692,20,69.4,100.5,2713,37
CUST-102693,2,33.8,8.2,121,40
CUST-102694,28,83.1,60.2,140,2
CUST-102695,11,44.6,4.8,143,17
CUST-102696,28,89.3,55.8,2678,30
CUST-102697,3,32.1,19.0,139,12
CUST-102698,9,12.7,11.1,6,36
CUST-102699,27,64.4,106.7,36,39
CUST-102700,15,87.6,96.0,5376,41
CUST-102701,20,82.5,65.4,111,5
CUST-102702,22,73.7,101.7,6813,12
CUST-102703,4,16.1,6.0,78,19
CUST-102704,12,13.8,17.3,11,38
CUST-102705,14,22.8,15.3,45,34
CUST-102706,23,61.2,66.5,6,29
CUST-102707,10,27.1,12.6,56,44
CUST-102708,8,17.0,7.5,92,39
CUST-102709,6,24.6,17.5,82,43
CUST-102710,7,24.5,14.7,99,25
CUST-102711,7,38.1,7.3,133,44
CUST-102712,1,28.4,6.2,24,9
CUST-102713,16,73.7,32.4,324,37
CUST-102714,13,31.0,6.8,5,6
CUST-102715,1,19.2,8.6,2,39
CUST-102716,3,18.6,10.5,148,10
CUST-102717,4,42.0,21.2,39,5
CUST-102718,25,62.2,70.9,150,6
CUST-102719,7,18.4,17.7,41,39
CUST-102720,26,74.2,71.0,90,39
CUST-102721,4,24.2,17.9,140,12
CUST-102722,10,17.9,16.1,122,4
CUST-102723,21,56.9,99.3,6752,18
CUST-102724,3,27.6,6.3,48,29
CUST-102725,7,30.0,5.9,53,27
CUST-102726,17,83.1,42.7,138,41
CUST-102727,21,84.4,92.5,58,21
CUST-102728,24,88.1,82.8,142,2
CUST-102729,3,27.1,5.5,125,19
CUST-102730,2,11.9,11.8,45,21
CUST-102731,29,83.8,85.7,2828,9
CUST-102732,16,55.5,73.8,2509,36
CUST-102733,10,12.0,8.1,140,45
CUST-102734,1,16.1,14.6,61,14
CUST-102735,1,26.0,13.4,9,25
CUST-102736,19,87.8,102.4,66,21
CUST-102737,20,60.6,32.7,106,18
CUST-102738,13,24.0,9.2,144,6
CUST-102739,1,31.2,7.1,106,15
CUST-102740,24,73.9,43.3,114,16
CUST-102741,3,28.4,14.0,23,4
CUST-102742,4,18.3,4.5,70,38
CUST-102743,28,64.2,77.1,92,13
CUST-102744,10,14.0,12.9,79,24
CUST-102745,13,35.3,14.9,113,3
CUST-102746,26,61.3,73.9,53,25
CUST-102747,27,73.2,91.1,4646,18
CUST-102748,6,22.7,14.2,129,15
CUST-102749,18,52.7,102.6,67,7
CUST-102750,22,89.7,31.5,47,44
CUST-102751,13,16.5,13.3,33,17
CUST-102752,12,17.2,11.1,26,44
CUST-102753,6,37.5,17.9,84,7
CUST-102754,24,94.3,100.0,12,1
CUST-102755,15,79.7,88.8,41,27
CUST-102756,9,11.2,9.1,94,14
CUST-102757,29,53.2,58.1,58,33
CUST-102758,2,36.5,9.3,8,41
CUST-102759,22,54.8,71.0,1633,2
CUST-102760,28,57.5,47.2,14,42
CUST-102761,11,35.5,12.2,122,38
CUST-102762,9,21.1,15.4,21,32
CUST-102763,11,16.2,8.4,135,10
CUST-102764,14,37.7,18.6,35,5
CUST-102765,24,78.7,84.6,65,2
CUST-102766,3,35.4,4.7,149,16
CUST-102767,18,78.5,105.4,7483,40
CUST-102768,8,18.4,4.3,65,30
CUST-102769,6,26.1,6.9,107,37
CUST-102770,8,37.0,16.2,5,45
CUST-102771,22,70.6,29.2,642,41
CUST-102772,22,56.0,109.7,2413,3
CUST-102773,19,52.0,75.6,3326,34
CUST-102774,3,33.3,8.6,77,24
CUST-102775,8,32.9,20.4,110,36
CUST-102776,7,13.3,9.1,15,20
CUST-102777,12,10.3,8.0,150,25
CUST-102778,5,17.8,8.7,46,37
CUST-102779,8,14.4,15.9,124,35
CUST-102780,13,43.3,4.6,1,11
CUST-102781,14,21.5,21.2,144,33
CUST-102782,28,75.0,103.2,125,21
CUST-102783,1,39.6,14.5,19,37
CUST-102784,10,18.4,17.4,54,41
CUST-102785,10,19.2,11.9,49,13
CUST-102786,15,56.5,51.2,2099,3
CUST-102787,2,34.4,18.9,20,0
CUST-102788,10,15.2,9.7,69,43
CUST-102789,3,32.2,16.2,18,6
CUST-102790,12,19.0,20.1,26,32
CUST-102791,20,80.1,27.2,1033,16
CUST-102792,20,66.3,27.0,378,15
CUST-102793,23,69.3,92.0,5888,17
CUST-102794,5,41.2,21.9,113,37
CUST-102795,11,34.9,17.2,20,11
CUST-102796,2,23.6,12.8,19,36
CUST-102797,25,54.7,30.0,2010,27
CUST-102798,22,66.6,44.1,2513,42
CUST-102799,1,16.5,18.1,107,9
CUST-102800,25,83.7,58.7,84,15
CUST-102801,28,94.5,48.7,1996,23
CUST-102802,6,41.1,11.3,31,24
CUST-102803,10,15.8,4.7,46,16
CUST-102804,15,89.7,93.3,5877,31
CUST-102805,17,85.4,44.0,61,5
CUST-102806,1,13.0,5.3,87,35
CUST-102807,19,89.1,32.2,1030,28
CUST-102808,6,30.4,21.7,131,22
CUST-102809,8,29.6,21.2,126,34
CUST-102810,21,84.5,72.6,4864,19
CUST-102811,21,57.2,40.0,100,8
CUST-102812,25,73.6,90.7,25,31
CUST-102813,24,82.2,81.6,897,9
CUST-102814,5,44.3,9.2,96,17
CUST-102815,10,23.1,21.3,143,12
CUST-102816,2,35.0,18.5,6,36
CUST-102817,27,86.9,31.5,976,45
CUST-102818,17,74.0,107.5,73,22
CUST-102819,15,50.4,48.3,2221,44
CUST-102820,26,82.4,47.1,2402,35
CUST-102821,19,69.4,87.9,6240,4
CUST-102822,24,82.6,71.4,120,40
CUST-102823,6,40.3,8.3,77,44
CUST-102824,8,12.1,12.2,33,26
CUST-102825,8,31.4,11.4,130,13
CUST-102826,24,72.9,103.1,95,33
CUST-102827,7,14.5,6.7,48,7
CUST-102828,7,15.4,18.6,79,17
CUST-102829,5,24.1,14.7,99,1
CUST-102830,1,25.6,18.4,120,40
CUST-102831,23,58.4,104.8,10,44
CUST-102832,10,11.2,15.4,115,17
CUST-102833,3,15.5,8.1,42,37
CUST-102834,9,34.2,19.0,84,1
CUST-102835,24,54.1,62.2,106,4
CUST-102836,13,28.5,13.6,111,8
CUST-102837,4,25.2,10.0,102,33
CUST-102838,1,32.2,20.1,95,6
CUST-102839,1,35.7,8.7,28,38
CUST-102840,26,55.7,69.5,134,25
CUST-102841,9,34.8,11.9,80,27
CUST-102842,2,21.6,9.0,115,5
CUST-102843,11,31.5,10.8,20,11
CUST-102844,17,84.4,97.6,51,22
CUST-102845,21,79.7,66.7,81,7
CUST-102846,27,52.8,109.9,4286,27
CUST-102847,4,33.7,18.0,38,34
CUST-102848,5,25.7,10.1,49,24
CUST-102849,29,87.9,68.1,41,43
CUST-102850,18,71.9,57.9,143,20
CUST-102851,23,71.6,86.1,5252,9
CUST-102852,15,85.2,70.3,2741,23
CUST-102853,8,13.1,18.0,72,44
CUST-102854,18,86.3,71.4,135,16
CUST-102855,12,36.7,6.0,78,22
CUST-102856,11,18.0,19.6,43,25
CUST-102857,21,86.4,81.1,130,5
CUST-102858,14,37.8,18.7,130,37
CUST-102859,10,23.8,5.2,73,34
CUST-102860,5,29.9,14.1,65,18
CUST-102861,11,30.4,20.5,31,2
CUST-102862,4,38.3,8.0,12,43
CUST-102863,27,85.8,69.4,1873,19
CUST-102864,7,33.9,10.7,56,0
CUST-102865,17,72.2,67.6,42,14
CUST-102866,2,42.8,13.3,55,23
CUST-102867,4,12.8,14.8,0,11
CUST-102868,10,25.3,4.6,131,26
CUST-102869,22,63.5,96.7,10,2
CUST-102870,11,16.0,16.9,51,43
CUST-102871,6,28.8,5.2,57,0
CUST-102872,9,20.3,5.4,23,31
CUST-102873,23,67.6,100.1,7607,9
CUST-102874,7,35.8,16.2,52,10
CUST-102875,10,41.7,21.6,92,2
CUST-102876,6,10.2,13.4,50,36
CUST-102877,22,80.2,74.4,5282,32
CUST-102878,9,33.0,21.6,40,18
CUST-102879,25,66.7,89.5,5459,9
CUST-102880,5,35.3,17.5,65,7
CUST-102881,8,10.2,4.3,27,26
CUST-102882,8,21.8,13.6,37,39
CUST-102883,29,72.4,59.7,14,4
CUST-102884,17,58.1,68.6,3635,9
CUST-102885,12,27.9,5.9,78,39
CUST-102886,15,91.0,32.8,107,41
CUST-102887,29,74.5,72.3,48,42
CUST-102888,2,30.1,14.7,84,42
CUST-102889,18,91.8,31.4,63,7
CUST-102890,4,41.4,15.4,80,35
CUST-102891,5,38.6,11.9,39,37
CUST-102892,23,56.0,80.3,145,16
CUST-102893,25,54.9,44.4,9,13
CUST-102894,22,80.4,109.7,80,43
CUST-102895,13,42.1,10.1,1,7
CUST-102896,25,81.5,35.5,145,14
CUST-102897,29,70.2,66.9,92,40
CUST-102898,27,81.9,94.4,52,30
CUST-102899,25,51.9,32.8,1148,31
CUST-102900,26,81.4,33.8,32,45
CUST-102901,9,10.1,11.0,12,36
CUST-102902,5,31.2,7.8,147,34
CUST-102903,14,41.4,8.3,86,11
CUST-102904,11,35.0,17.1,99,15
CUST-102905,6,37.6,12.7,118,41
CUST-102906,2,24.7,7.7,40,31
CUST-102907,13,17.1,4.5,59,24
CUST-102908,14,20.8,8.2,25,4
CUST-102909,8,43.8,16.1,108,0
CUST-102910,26,74.1,44.8,3,26
CUST-102911,22,86.0,78.0,4836,30
CUST-102912,21,82.1,34.2,15,29
CUST-102913,6,33.7,9.6,100,7
CUST-102914,3,21.7,7.7,35,41
CUST-102915,19,74.6,79.7,10,13
CUST-102916,23,67.4,44.1,148,10
CUST-102917,3,32.6,16.3,68,16
CUST-102918,25,82.8,57.6,51,0
CUST-102919,11,21.6,8.6,101,35
CUST-102920,26,88.4,41.5,132,2
CUST-102921,12,44.4,20.9,65,25
CUST-102922,18,60.1,82.2,2959,44
CUST-102923,25,55.6,83.8,20,11
CUST-102924,15,82.0,68.8,90,39
CUST-102925,9,13.1,15.8,129,42
CUST-102926,3,13.1,20.9,14,15
CUST-102927,22,55.6,41.9,1298,21
CUST-102928,19,77.3,106.1,2546,18
CUST-102929,23,91.7,38.3,140,24
CUST-102930,14,10.7,9.4,6,10
CUST-102931,11,37.8,21.4,101,28
CUST-102932,13,24.3,9.9,28,30
CUST-102933,21,95.0,108.2,8223,4
CUST-102934,16,58.8,38.3,727,3
CUST-102935,6,33.1,9.4,108,17
CUST-102936,8,37.1,6.5,14,42
CUST-102937,14,17.9,12.8,118,24
CUST-102938,11,36.1,14.5,101,8
CUST-102939,22,61.7,77.4,5727,24
CUST-102940,22,66.8,61.2,40,23
CUST-102941,13,39.6,11.7,0,19
CUST-102942,23,68.4,45.4,131,35
CUST-102943,27,78.3,27.7,1357,45
CUST-102944,8,13.9,13.4,109,41
CUST-102945,17,85.9,84.5,1605,42
CUST-102946,19,58.2,35.3,136,42
CUST-102947,22,74.3,82.0,2460,31
CUST-102948,16,89.4,29.8,33,0
CUST-102949,1,25.5,16.4,50,16
CUST-102950,10,33.8,9.1,69,24
CUST-102951,11,38.8,15.9,63,4
CUST-102952,18,74.3,71.8,2010,31
CUST-102953,17,77.2,44.3,24,38
CUST-102954,17,69.1,80.3,77,24
CUST-102955,27,69.3,57.5,60,35
CUST-102956,29,62.8,28.3,47,0
CUST-102957,21,82.4,46.1,2,12
CUST-102958,17,87.1,43.6,2746,25
CUST-102959,21,60.4,50.5,89,10
CUST-102960,27,68.5,40.6,50,36
CUST-102961,4,14.5,16.9,12,23
CUST-102962,12,19.1,10.8,137,22
CUST-102963,10,10.8,10.3,142,38
CUST-102964,7,25.2,19.0,93,25
CUST-102965,8,16.1,8.2,130,14
CUST-102966,4,28.3,7.8,73,44
CUST-102967,26,60.8,31.2,15,8
CUST-102968,29,82.6,68.6,137,15
CUST-102969,27,92.0,41.2,865,36
CUST-102970,1,32.2,17.7,129,43
CUST-102971,29,73.7,99.9,40,26
CUST-102972,25,64.4,32.0,73,26
CUST-102973,21,81.9,104.6,8368,35
CUST-102974,26,75.3,102.7,19,40
CUST-102975,8,21.4,5.9,40,39
CUST-102976,19,51.2,62.1,23,38
CUST-102977,22,90.1,90.7,4988,26
CUST-102978,4,29.2,17.3,117,44
CUST-102979,6,11.3,19.8,138,15
CUST-102980,27,89.0,93.4,144,36
CUST-102981,8,43.0,20.7,18,14
CUST-102982,23,80.5,25.9,725,27
CUST-102983,11,33.7,10.1,117,17
CUST-102984,14,17.5,11.5,18,17
CUST-102985,10,28.1,20.6,117,15
CUST-102986,5,19.1,4.3,96,30
CUST-102987,5,29.9,4.4,94,36
CUST-102988,5,38.7,18.1,17,39
CUST-102989,28,72.1,70.7,10,31
CUST-102990,17,71.9,81.0,6237,41
CUST-102991,22,71.2,36.1,97,42
CUST-102992,24,85.0,75.3,4819,20
CUST-102993,4,40.1,9.6,121,7
CUST-102994,21,85.8,65.2,31,44
CUST-102995,24,52.1,41.1,0,16
CUST-102996,3,25.0,8.5,103,19
CUST-102997,19,85.7,29.3,148,13
CUST-102998,13,20.5,4.8,130,10
CUST-102999,14,24.1,17.9,144,19
CUST-103000,12,42.5,14.0,32,6
CUST-103001,3,41.6,17.3,129,6
CUST-103002,5,17.6,20.7,129,28
CUST-103003,5,24.9,18.7,78,10
CUST-103004,6,44.2,9.3,101,22
CUST-103005,17,54.9,78.2,4066,10
CUST-103006,5,15.2,10.3,74,12
CUST-103007,14,28.8,16.6,75,21
CUST-103008,3,29.9,13.6,134,18
CUST-103009,7,23.3,6.7,54,9
CUST-103010,3,40.7,18.6,36,18
CUST-103011,6,23.4,6.9,90,36
CUST-103012,10,28.3,17.2,74,17
CUST-103013,29,64.3,87.3,2007,25
CUST-103014,8,44.0,8.1,88,27
CUST-103015,23,72.5,83.5,41,43
CUST-103016,5,25.7,6.7,63,23
CUST-103017,6,17.1,7.2,125,10
CUST-103018,13,26.3,8.8,97,11
CUST-103019,10,15.4,4.0,72,36
CUST-103020,25,85.6,106.6,30,11
CUST-103021,13,34.9,15.5,34,32
CUST-103022,1,44.6,19.8,79,25
CUST-103023,11,15.1,6.7,2,25
CUST-103024,9,30.6,13.4,39,10
CUST-103025,5,12.2,4.2,92,8
CUST-103026,2,10.6,15.7,49,18
CUST-103027,28,58.4,108.0,4644,15
CUST-103028,4,15.7,19.1,109,18
CUST-103029,24,61.4,54.7,1203,29
CUST-103030,29,93.4,100.3,5717,40
CUST-103031,3,44.6,13.7,58,12
CUST-103032,12,38.1,9.4,25,44
CUST-103033,8,31.5,17.5,124,29
CUST-103034,21,71.2,90.7,94,8
CUST-103035,7,17.5,10.1,62,36
CUST-103036,18,93.4,102.5,52,27
CUST-103037,23,57.2,31.0,146,16
CUST-103038,13,15.2,11.3,60,32
CUST-103039,8,41.5,18.3,22,27
CUST-103040,7,27.2,21.6,61,42
CUST-103041,21,50.1,76.3,1907,33
CUST-103042,15,92.1,76.3,78,43
CUST-103043,13,38.3,8.9,65,30
CUST-103044,1,23.3,10.3,92,22
CUST-103045,26,91.3,68.2,11,38
CUST-103046,16,72.2,57.6,4320,2
CUST-103047,8,22.1,13.0,25,13
CUST-103048,26,86.9,67.3,1346,29
CUST-103049,10,31.7,8.7,35,17
CUST-103050,5,30.2,13.5,23,22
CUST-103051,7,42.6,7.7,111,32
CUST-103052,6,40.1,4.4,138,15
CUST-103053,10,38.4,4.5,55,19
CUST-103054,7,14.9,8.1,4,39
CUST-103055,16,91.5,55.0,106,6
CUST-103056,2,34.1,8.4,107,9
CUST-103057,11,42.5,11.2,40,38
CUST-103058,5,25.1,21.6,94,20
CUST-103059,14,37.6,8.0,86,30
CUST-103060,12,33.1,14.2,16,20
CUST-103061,25,87.6,68.3,2322,23
CUST-103062,8,39.0,19.8,104,42
CUST-103063,14,24.2,5.3,130,38
CUST-103064,10,37.4,20.5,87,16
CUST-103065,17,81.9,32.0,52,34
CUST-103066,6,33.3,5.6,137,39
CUST-103067,3,31.2,9.0,73,7
CUST-103068,5,13.7,5.2,40,27
CUST-103069,23,83.9,51.2,1536,8
CUST-103070,5,28.3,13.2,72,39
CUST-103071,27,82.9,57.7,119,2
CUST-103072,25,66.4,83.7,150,0
CUST-103073,20,86.8,104.6,2196,16
CUST-103074,7,23.5,8.0,118,36
CUST-103075,6,40.5,15.1,138,4
CUST-103076,14,26.1,12.7,28,3
CUST-103077,4,12.8,8.1,117,29
CUST-103078,26,92.1,44.1,2557,15
CUST-103079,1,23.0,10.6,147,25
CUST-103080,4,40.1,15.1,146,6
CUST-103081,2,34.0,19.6,35,16
CUST-103082,20,82.0,107.3,6652,13
CUST-103083,6,18.1,8.4,125,43
CUST-103084,8,42.4,7.7,122,9
CUST-103085,29,64.4,101.4,3650,1
CUST-103086,18,68.1,99.7,7,2
CUST-103087,20,92.3,89.9,1798,29
CUST-103088,24,84.3,76.8,2611,10
CUST-103089,29,54.2,76.6,3676,42
CUST-103090,22,73.7,71.7,788,42
CUST-103091,1,41.6,20.5,56,25
CUST-103092,11,27.5,16.5,113,27
CUST-103093,6,44.5,18.2,132,29
CUST-103094,1,14.2,13.6,144,3
CUST-103095,18,63.4,61.1,48,24
CUST-103096,16,59.6,77.5,50,20
CUST-103097,7,30.0,21.9,98,6
CUST-103098,16,52.8,44.0,1628,5
CUST-103099,3,40.0,12.4,131,36
CUST-103100,8,16.9,5.2,36,9
CUST-103101,14,36.2,5.5,146,40
CUST-103102,10,29.6,18.3,140,14
CUST-103103,27,68.1,35.3,2,41
CUST-103104,11,23.9,11.6,0,15
CUST-103105,13,18.8,7.9,72,23
CUST-103106,28,65.2,83.9,1845,25
CUST-103107,29,86.7,54.0,1296,22
CUST-103108,27,51.6,94.7,3409,4
CUST-103109,12,18.8,21.2,94,43
CUST-103110,13,22.2,19.8,29,42
CUST-103111,13,11.8,4.1,49,18
CUST-103112,23,79.2,67.8,113,45
CUST-103113,18,74.2,26.8,104,22
CUST-103114,9,31.8,21.8,108,36
CUST-103115,1,23.8,6.4,99,18
CUST-103116,9,22.5,12.5,107,39
CUST-103117,25,50.5,39.3,133,20
CUST-103118,12,41.4,12.6,143,16
CUST-103119,19,58.1,103.6,3004,21
CUST-103120,18,57.5,81.7,1307,7
CUST-103121,22,62.7,60.1,94,10
CUST-103122,12,18.6,4.7,129,0
CUST-103123,3,40.5,13.8,16,8
CUST-103124,21,87.0,74.5,4,14
CUST-103125,1,13.0,10.2,64,42
CUST-103126,11,29.0,13.1,8,32
CUST-103127,5,33.3,10.0,46,12
CUST-103128,20,90.6,103.3,94,19
CUST-103129,2,29.2,8.4,16,7
CUST-103130,7,43.2,20.7,124,41
CUST-103131,1,27.7,16.7,78,0
CUST-103132,17,61.2,105.4,7061,38
CUST-103133,12,19.2,4.5,106,45
CUST-103134,2,32.0,6.2,51,42
CUST-103135,11,33.8,5.0,5,6
CUST-103136,28,59.4,105.9,56,8
CUST-103137,23,94.5,67.1,4764,19
CUST-103138,4,21.3,20.5,64,44
CUST-103139,11,36.7,6.1,17,22
CUST-103140,8,18.1,5.5,103,21
CUST-103141,1,13.1,15.5,2,8
CUST-103142,25,92.9,75.9,120,43
CUST-103143,8,30.8,15.7,86,10
CUST-103144,21,61.9,105.7,49,11
CUST-103145,5,34.8,18.2,110,36
CUST-103146,5,13.8,9.5,6,34
CUST-103147,28,84.2,89.4,138,38
CUST-103148,28,73.6,99.9,3496,5
CUST-103149,10,34.0,15.1,91,15
CUST-103150,14,35.3,14.1,18,26
CUST-103151,19,54.5,33.7,84,11
CUST-103152,20,76.5,88.1,53,42
CUST-103153,13,34.5,14.8,117,45
CUST-103154,2,42.2,17.3,108,13
CUST-103155,24,66.8,103.8,9,9
CUST-103156,14,29.4,18.3,140,7
CUST-103157,28,90.6,65.6,107,2
CUST-103158,2,24.2,21.9,23,25
CUST-103159,3,16.9,15.6,112,16
CUST-103160,15,67.4,39.9,1236,9
CUST-103161,3,42.3,5.0,31,30
CUST-103162,6,33.3,12.9,21,27
CUST-103163,27,70.2,86.9,31,17
CUST-103164,26,80.9,78.6,22,45
CUST-103165,29,60.7,74.4,41,24
CUST-103166,12,21.5,4.7,147,29
CUST-103167,11,16.0,12.0,30,39
CUST-103168,22,59.4,59.8,1794,27
CUST-103169,28,67.9,100.1,48,7
CUST-103170,15,88.4,49.3,3598,44
CUST-103171,19,84.8,29.6,89,45
CUST-103172,4,17.8,19.8,11,34
CUST-103173,4,41.3,15.2,30,36
CUST-103174,9,40.6,14.3,63,3
CUST-103175,27,60.4,27.3,132,20
CUST-103176,19,74.1,43.2,2116,42
CUST-103177,4,14.2,13.9,46,23
CUST-103178,20,74.2,28.1,83,32
CUST-103179,3,35.3,11.3,87,45
CUST-103180,4,43.0,8.2,126,22
CUST-103181,11,10.8,8.4,149,34
CUST-103182,15,68.7,72.1,135,43
CUST-103183,20,74.1,65.9,1581,11
CUST-103184,2,10.1,20.6,82,40
CUST-103185,17,56.7,28.6,109,17
CUST-103186,25,67.1,60.8,82,23
CUST-103187,12,28.6,20.3,84,1
CUST-103188,3,13.8,10.0,58,11
CUST-103189,2,34.8,10.0,111,36
CUST-103190,22,94.4,65.8,55,37
CUST-103191,1,27.1,6.4,94,2
CUST-103192,16,90.1,90.7,56,34
CUST-103193,10,37.9,21.7,43,12
CUST-103194,9,13.9,17.1,2,15
CUST-103195,10,37.3,16.7,138,24
CUST-103196,28,61.7,76.0,54,2
CUST-103197,12,14.9,15.4,46,13
CUST-103198,18,80.7,71.3,4206,38
CUST-103199,5,30.5,8.1,22,2
CUST-103200,12,18.2,19.3,83,40
CUST-103201,19,73.8,62.4,2932,37
CUST-103202,1,25.3,7.4,23,17
CUST-103203,2,30.1,13.2,25,0
CUST-103204,14,15.6,17.4,89,18
CUST-103205,10,25.7,16.0,38,32
CUST-103206,28,62.3,72.6,3920,6
CUST-103207,23,80.1,98.9,130,17
CUST-103208,10,11.8,19.5,130,18
CUST-103209,12,10.8,21.6,60,26
CUST-103210,7,40.9,8.1,74,13
CUST-103211,2,29.2,8.7,24,19
CUST-103212,2,39.7,16.2,150,7
CUST-103213,9,21.2,18.7,120,7
CUST-103214,22,78.9,64.7,128,21
CUST-103215,13,24.0,5.3,120,29
CUST-103216,3,35.8,14.7,102,29
CUST-103217,5,11.1,15.4,35,5
CUST-103218,28,82.4,89.5,115,32
CUST-103219,13,33.6,20.7,138,31
CUST-103220,14,23.6,15.4,103,31
CUST-103221,26,88.7,89.3,5893,16
CUST-103222,26,61.3,67.5,94,41
CUST-103223,3,24.3,12.3,70,31
CUST-103224,26,74.2,38.3,93,19
CUST-103225,20,65.6,37.9,2994,15
CUST-103226,2,16.9,5.8,129,18
CUST-103227,2,11.6,13.3,137,27
CUST-103228,10,44.4,8.5,148,39
CUST-103229,7,39.0,11.5,78,12
CUST-103230,1,27.7,7.2,99,41
CUST-103231,28,89.4,56.1,897,39
CUST-103232,6,40.0,17.2,90,20
CUST-103233,17,85.5,76.1,13,28
CUST-103234,12,32.2,20.9,138,0
CUST-103235,25,50.5,95.2,2094,37
CUST-103236,24,71.3,85.8,69,0
CUST-103237,10,22.5,14.8,56,28
CUST-103238,6,12.0,15.7,69,38
CUST-103239,16,60.0,62.0,138,32
CUST-103240,24,58.8,75.3,2,16
CUST-103241,6,23.0,15.3,89,10
CUST-103242,19,71.4,89.1,44,28
CUST-103243,13,32.1,18.8,124,27
CUST-103244,17,73.8,29.1,36,8
CUST-103245,16,57.9,37.5,28,13
CUST-103246,3,34.3,11.1,149,26
CUST-103247,19,67.9,39.0,42,38
CUST-103248,21,66.7,33.6,90,34
CUST-103249,15,53.7,42.3,1903,43
CUST-103250,20,77.7,42.1,121,31
CUST-103251,17,70.9,97.5,81,30
CUST-103252,25,67.5,41.9,1466,24
CUST-103253,15,64.2,41.5,2158,22
CUST-103254,4,20.9,15.3,107,17
CUST-103255,7,21.7,19.3,133,41
CUST-103256,22,64.7,67.7,1963,41
CUST-103257,16,50.5,35.3,56,39
CUST-103258,6,44.2,9.9,80,20
CUST-103259,8,22.0,4.9,68,13
CUST-103260,3,35.1,8.5,104,13
CUST-103261,5,21.8,15.7,19,26
CUST-103262,3,15.6,9.7,120,45
CUST-103263,5,16.4,7.0,34,22
CUST-103264,11,41.6,6.6,19,27
CUST-103265,4,38.8,12.3,31,36
CUST-103266,27,93.5,58.3,5,9
CUST-103267,6,13.4,12.3,47,39
CUST-103268,28,61.0,90.8,17,4
CUST-103269,15,72.1,52.1,60,23
CUST-103270,25,54.9,65.7,4861,44
CUST-103271,10,19.4,20.5,51,25
CUST-103272,13,35.1,21.2,65,45
CUST-103273,10,36.7,9.7,146,18
CUST-103274,15,93.1,37.1,18,17
CUST-103275,26,71.2,27.0,94,9
CUST-103276,2,27.3,6.1,21,45
CUST-103277,15,87.3,51.5,2214,24
CUST-103278,26,77.6,108.1,2270,42
CUST-103279,10,32.9,6.8,53,9
CUST-103280,22,86.0,87.2,2616,24
CUST-103281,16,70.4,81.2,5359,33
CUST-103282,9,31.9,11.1,37,15
CUST-103283,6,24.2,19.2,19,28
CUST-103284,16,55.3,105.5,133,45
CUST-103285,9,37.6,7.7,149,33
CUST-103286,5,19.2,21.4,108,35
CUST-103287,29,90.5,73.7,5306,7
CUST-103288,26,61.8,68.0,5168,45
CUST-103289,13,17.5,16.4,43,24
CUST-103290,17,64.8,92.1,3868,26
CUST-103291,11,11.9,9.8,25,17
CUST-103292,2,22.1,17.7,117,5
CUST-103293,3,18.3,15.9,48,3
CUST-103294,21,60.5,29.8,81,42
CUST-103295,14,30.2,4.1,149,27
CUST-103296,8,28.7,4.9,129,28
CUST-103297,3,38.7,18.4,121,42
CUST-103298,22,65.8,56.2,35,45
CUST-103299,10,12.3,17.1,15,40
CUST-103300,12,20.9,8.5,49,28
CUST-103301,21,75.0,34.1,1943,27
CUST-103302,19,61.8,28.8,42,45
CUST-103303,1,27.6,14.4,75,19
CUST-103304,28,71.0,86.2,4913,39
CUST-103305,11,18.8,11.0,1,17
CUST-103306,4,17.1,12.5,120,16
CUST-103307,14,30.2,11.8,66,7
CUST-103308,9,38.0,9.5,141,30
CUST-103309,21,90.1,100.9,3834,34
CUST-103310,7,24.2,17.5,93,41
CUST-103311,25,66.5,40.4,67,7
CUST-103312,15,83.6,73.7,2432,0
CUST-103313,18,52.3,62.1,3974,9
CUST-103314,4,35.9,9.3,40,36
CUST-103315,1,38.7,6.3,94,14
CUST-103316,11,21.1,18.3,26,0
CUST-103317,23,93.6,71.0,4828,1
CUST-103318,27,91.4,61.5,2521,27
CUST-103319,24,59.3,102.9,1543,32
CUST-103320,19,64.2,61.0,1830,29
CUST-103321,22,86.2,46.5,36,9
CUST-103322,19,56.2,48.0,26,4
CUST-103323,1,35.4,18.6,132,25
CUST-103324,4,23.8,10.3,79,9
CUST-103325,13,43.9,5.6,126,40
CUST-103326,14,41.6,18.0,116,9
CUST-103327,9,24.4,14.5,20,31
CUST-103328,12,38.9,11.8,108,31
CUST-103329,23,74.3,51.7,4084,38
CUST-103330,3,13.4,13.2,56,27
CUST-103331,10,31.4,16.0,145,5
CUST-103332,16,62.1,101.1,110,16
CUST-103333,25,77.5,43.8,126,2
CUST-103334,29,94.1,48.4,148,30
CUST-103335,4,23.0,13.0,83,21
CUST-103336,7,17.0,20.5,138,41
CUST-103337,16,59.8,29.9,58,43
CUST-103338,25,67.4,99.6,73,24
CUST-103339,10,37.5,18.0,31,4
CUST-103340,13,33.2,13.9,26,32
CUST-103341,6,32.7,4.7,94,20
CUST-103342,1,26.9,5.1,136,17
CUST-103343,21,51.4,50.2,148,19
CUST-103344,18,59.0,97.4,21,4
CUST-103345,12,14.6,8.9,13,41
