customer_id,total_tickets_logged,avg_resolution_time_hrs,escalated_tickets_count,latest_csat_score,primary_issue_category
CUST-103484,1,19.0,0,1,Onboarding Help
CUST-103485,3,21.4,0,5,Billing Inquiry
CUST-103486,0,0.0,0,,None
CUST-103487,0,0.0,0,,None
CUST-103488,2,4.3,0,,Billing Inquiry
CUST-103489,2,13.0,0,,Feature Request
CUST-103490,0,0.0,0,,None
CUST-103491,2,39.1,0,1,Billing Inquiry
CUST-103492,1,52.5,0,2,Billing Inquiry
CUST-103493,4,31.7,1,2,Onboarding Help
CUST-103494,1,60.3,1,3,Feature Request
CUST-103495,4,30.4,0,2,Billing Inquiry
CUST-103496,0,0.0,0,,None
CUST-103497,0,0.0,0,,None
CUST-103498,1,13.0,0,4,Billing Inquiry
CUST-103499,1,22.9,1,2,Onboarding Help
CUST-103500,4,25.8,1,1,Billing Inquiry
CUST-103501,1,16.0,0,4,Billing Inquiry
CUST-103502,1,36.8,1,3,Onboarding Help
CUST-103503,0,0.0,0,,None
CUST-103504,1,54.4,0,3,Onboarding Help
CUST-103505,2,4.2,0,4,Billing Inquiry
CUST-103506,2,61.9,1,2,Feature Request
CUST-103507,1,22.4,1,1,Billing Inquiry
CUST-103508,0,0.0,0,,None
CUST-103509,1,4.2,0,5,Onboarding Help
CUST-103510,1,70.0,0,3,Feature Request
CUST-103511,2,18.6,1,1,Feature Request
CUST-103512,2,30.5,0,3,Billing Inquiry
CUST-103513,1,38.0,0,1,Onboarding Help
CUST-103514,0,0.0,0,,None
CUST-103515,2,31.6,0,2,Feature Request
CUST-103516,0,0.0,0,,None
CUST-103517,0,0.0,0,,None
CUST-103518,1,63.5,0,3,Technical Bug
CUST-103519,1,16.0,0,3,Onboarding Help
CUST-103520,1,49.6,1,1,Onboarding Help
CUST-103521,0,0.0,0,,None
CUST-103522,0,0.0,0,,None
CUST-103523,1,29.6,0,3,Onboarding Help
CUST-103524,0,0.0,0,,None
CUST-103525,2,68.3,0,3,Billing Inquiry
CUST-103526,1,22.0,0,4,Technical Bug
CUST-103527,3,3.8,0,4,Technical Bug
CUST-103528,2,19.9,1,2,Feature Request
CUST-103529,1,63.0,0,3,Technical Bug
CUST-103530,1,49.6,1,1,Technical Bug
CUST-103531,1,57.7,0,2,Feature Request
CUST-103532,2,41.5,1,1,Billing Inquiry
CUST-103533,1,12.3,1,2,Onboarding Help
CUST-103534,1,16.9,0,1,Billing Inquiry
CUST-103535,1,12.1,1,1,Feature Request
CUST-103536,0,0.0,0,,None
CUST-103537,0,0.0,0,,None
CUST-103538,1,61.8,0,3,Billing Inquiry
CUST-103539,0,0.0,0,,None
CUST-103540,0,0.0,0,,None
CUST-103541,3,36.2,1,3,Technical Bug
CUST-103542,0,0.0,0,,None
CUST-103543,3,46.8,0,1,Technical Bug
CUST-103544,5,49.5,1,2,Feature Request
CUST-103545,3,57.5,1,2,Technical Bug
CUST-103546,0,0.0,0,,None
CUST-103547,0,0.0,0,,None
CUST-103548,1,20.3,1,3,Billing Inquiry
CUST-103549,0,0.0,0,,None
CUST-103550,1,12.4,0,4,Onboarding Help
CUST-103551,1,46.3,1,2,Technical Bug
CUST-103552,1,14.8,0,5,Feature Request
CUST-103553,1,16.9,0,5,Technical Bug
CUST-103554,1,22.1,0,4,Billing Inquiry
CUST-103555,1,17.1,0,3,Feature Request
CUST-103556,0,0.0,0,,None
CUST-103557,2,16.0,1,3,Onboarding Help
CUST-103558,3,69.0,1,1,Feature Request
CUST-103559,2,19.6,0,4,Billing Inquiry
CUST-103560,3,47.2,1,1,Onboarding Help
CUST-103561,0,0.0,0,,None
CUST-103562,4,56.1,1,1,Onboarding Help
CUST-103563,2,11.7,0,4,Onboarding Help
CUST-103564,2,17.8,0,1,Billing Inquiry
CUST-103565,4,13.8,1,1,Onboarding Help
CUST-103566,1,25.1,0,1,Billing Inquiry
CUST-103567,4,43.6,1,1,Onboarding Help
CUST-103568,1,3.9,0,4,Billing Inquiry
CUST-103569,2,53.7,1,3,Technical Bug
CUST-103570,1,14.6,0,4,Billing Inquiry
CUST-103571,1,14.9,0,4,Billing Inquiry
CUST-103572,1,50.3,0,1,Feature Request
CUST-103573,2,31.9,1,2,Feature Request
CUST-103574,1,65.7,0,2,Onboarding Help
CUST-103575,1,60.0,0,1,Technical Bug
CUST-103576,0,0.0,0,,None
CUST-103577,3,23.8,0,5,Feature Request
CUST-103578,1,20.9,0,,Billing Inquiry
CUST-103579,0,0.0,0,,None
CUST-103580,0,0.0,0,,None
CUST-103581,2,10.5,0,4,Billing Inquiry
CUST-103582,1,3.9,0,4,Technical Bug
CUST-103583,2,55.9,1,1,Onboarding Help
CUST-103584,2,15.0,0,1,Onboarding Help
CUST-103585,0,0.0,0,,None
CUST-103586,3,33.3,1,2,Feature Request
CUST-103587,0,0.0,0,,None
CUST-103588,5,52.7,0,1,Onboarding Help
CUST-103589,1,16.5,1,3,Onboarding Help
CUST-103590,0,0.0,0,,None
CUST-103591,2,7.5,0,,Onboarding Help
CUST-103592,2,44.1,1,1,Onboarding Help
CUST-103593,1,48.3,0,3,Billing Inquiry
CUST-103594,5,14.5,1,1,Billing Inquiry
CUST-103595,3,54.6,0,3,Technical Bug
CUST-103596,0,0.0,0,,None
CUST-103597,2,11.1,0,5,Feature Request
CUST-103598,1,12.6,1,1,Feature Request
CUST-103599,1,62.6,0,1,Billing Inquiry
CUST-103600,1,7.5,0,5,Billing Inquiry
CUST-103601,1,18.3,0,4,Feature Request
CUST-103602,0,0.0,0,,None
CUST-103603,0,0.0,0,,None
CUST-103604,0,0.0,0,,None
CUST-103605,0,0.0,0,,None
CUST-103606,3,36.5,1,1,Billing Inquiry
CUST-103607,2,5.7,0,5,Onboarding Help
CUST-103608,2,60.9,0,1,Billing Inquiry
CUST-103609,3,3.5,0,,Technical Bug
CUST-103610,1,56.2,0,3,Billing Inquiry
CUST-103611,1,39.2,0,1,Billing Inquiry
CUST-103612,0,0.0,0,,None
CUST-103613,0,0.0,0,,None
CUST-103614,0,0.0,0,,None
CUST-103615,1,21.5,0,4,Billing Inquiry
CUST-103616,4,71.2,1,1,Feature Request
CUST-103617,2,12.9,0,4,Onboarding Help
CUST-103618,2,50.7,0,2,Technical Bug
CUST-103619,0,0.0,0,,None
CUST-103620,2,33.1,0,2,Technical Bug
CUST-103621,1,11.1,0,5,Billing Inquiry
CUST-103622,1,2.2,0,4,Feature Request
CUST-103623,2,29.5,1,1,Billing Inquiry
CUST-103624,5,52.7,1,2,Billing Inquiry
CUST-103625,1,15.8,0,4,Onboarding Help
CUST-103626,3,29.3,1,1,Onboarding Help
CUST-103627,3,17.6,0,1,Billing Inquiry
CUST-103628,0,0.0,0,,None
CUST-103629,0,0.0,0,,None
CUST-103630,1,5.1,0,4,Onboarding Help
CUST-103631,0,0.0,0,,None
CUST-103632,3,71.3,0,2,Feature Request
CUST-103633,1,64.7,0,3,Technical Bug
CUST-103634,1,38.2,0,1,Technical Bug
CUST-103635,0,0.0,0,,None
CUST-103636,0,0.0,0,,None
CUST-103637,1,6.8,0,4,Technical Bug
CUST-103638,0,0.0,0,,None
CUST-103639,2,6.2,0,5,Feature Request
CUST-103640,1,29.7,1,2,Onboarding Help
CUST-103641,1,39.7,0,1,Billing Inquiry
CUST-103642,0,0.0,0,,None
CUST-103643,1,43.7,1,1,Onboarding Help
CUST-103644,1,18.5,0,,Feature Request
CUST-103645,2,28.3,0,3,Onboarding Help
CUST-103646,1,18.4,1,2,Billing Inquiry
CUST-103647,1,25.6,0,2,Billing Inquiry
CUST-103648,3,26.1,1,3,Technical Bug
CUST-103649,1,21.8,0,,Feature Request
CUST-103650,3,12.7,1,1,Technical Bug
CUST-103651,3,68.5,0,3,Feature Request
CUST-103652,2,41.5,0,2,Feature Request
CUST-103653,2,42.1,1,2,Feature Request
CUST-103654,1,64.0,1,2,Onboarding Help
CUST-103655,2,65.5,0,3,Billing Inquiry
CUST-103656,0,0.0,0,,None
CUST-103657,0,0.0,0,,None
CUST-103658,2,56.5,0,2,Onboarding Help
CUST-103659,1,34.2,1,1,Onboarding Help
CUST-103660,0,0.0,0,,None
CUST-103661,1,2.9,0,,Billing Inquiry
CUST-103662,1,21.1,0,1,Technical Bug
CUST-103663,0,0.0,0,,None
CUST-103664,1,59.4,1,1,Technical Bug
CUST-103665,1,70.5,1,1,Feature Request
CUST-103666,1,39.5,0,2,Feature Request
CUST-103667,2,59.6,0,1,Onboarding Help
CUST-103668,1,17.7,0,,Onboarding Help
CUST-103669,2,52.0,0,3,Onboarding Help
CUST-103670,0,0.0,0,,None
CUST-103671,1,71.1,1,3,Feature Request
CUST-103672,2,44.0,0,3,Billing Inquiry
CUST-103673,2,58.9,1,1,Feature Request
CUST-103674,2,17.1,0,3,Technical Bug
CUST-103675,2,19.4,0,2,Billing Inquiry
CUST-103676,1,10.0,0,5,Feature Request
CUST-103677,0,0.0,0,,None
CUST-103678,2,21.3,0,3,Billing Inquiry
CUST-103679,2,58.1,1,2,Onboarding Help
CUST-103680,1,5.2,0,4,Technical Bug
CUST-103681,2,53.7,1,2,Feature Request
CUST-103682,1,8.7,0,,Billing Inquiry
CUST-103683,3,12.6,0,3,Onboarding Help
CUST-103684,1,20.8,0,4,Billing Inquiry
CUST-103685,2,11.5,0,4,Onboarding Help
CUST-103686,3,21.1,0,,Technical Bug
CUST-103687,2,33.1,0,1,Feature Request
CUST-103688,1,14.8,0,5,Technical Bug
CUST-103689,2,54.4,0,1,Billing Inquiry
CUST-103690,0,0.0,0,,None
CUST-103691,4,62.1,1,3,Onboarding Help
CUST-103692,1,8.8,0,,Billing Inquiry
CUST-103693,1,13.6,0,4,Technical Bug
CUST-103694,0,0.0,0,,None
CUST-103695,1,8.0,0,4,Onboarding Help
CUST-103696,0,0.0,0,,None
CUST-103697,3,20.0,0,,Onboarding Help
CUST-103698,3,38.5,1,1,Technical Bug
CUST-103699,2,28.9,0,1,Onboarding Help
CUST-103700,3,65.6,0,1,Feature Request
CUST-103701,0,0.0,0,,None
CUST-103702,0,0.0,0,,None
CUST-103703,0,0.0,0,,None
CUST-103704,3,57.6,0,1,Technical Bug
CUST-103705,2,60.7,0,1,Onboarding Help
CUST-103706,0,0.0,0,,None
CUST-103707,2,18.1,0,4,Technical Bug
CUST-103708,0,0.0,0,,None
CUST-103709,0,0.0,0,,None
CUST-103710,1,12.5,0,,Technical Bug
CUST-103711,1,10.5,0,5,Onboarding Help
CUST-103712,0,0.0,0,,None
CUST-103713,1,44.2,1,2,Onboarding Help
CUST-103714,3,42.2,0,3,Technical Bug
CUST-103715,1,5.7,0,5,Onboarding Help
CUST-103716,1,22.1,0,5,Onboarding Help
CUST-103717,2,23.8,0,5,Technical Bug
CUST-103718,0,0.0,0,,None
CUST-103719,2,59.6,0,3,Billing Inquiry
CUST-103720,1,51.0,0,2,Technical Bug
CUST-103721,0,0.0,0,,None
CUST-103722,3,49.4,0,3,Technical Bug
CUST-103723,0,0.0,0,,None
CUST-103724,2,28.3,0,1,Technical Bug
CUST-103725,2,68.5,0,3,Technical Bug
CUST-103726,2,27.5,0,3,Technical Bug
CUST-103727,0,0.0,0,,None
CUST-103728,0,0.0,0,,None
CUST-103729,1,40.4,1,2,Technical Bug
CUST-103730,0,0.0,0,,None
CUST-103731,2,15.3,0,1,Feature Request
CUST-103732,0,0.0,0,,None
CUST-103733,0,0.0,0,,None
CUST-103734,3,13.4,1,1,Feature Request
CUST-103735,0,0.0,0,,None
CUST-103736,1,5.9,0,5,Feature Request
CUST-103737,0,0.0,0,,None
CUST-103738,2,30.4,0,2,Technical Bug
CUST-103739,1,19.9,0,,Feature Request
CUST-103740,2,7.1,0,5,Feature Request
CUST-103741,2,40.9,1,3,Billing Inquiry
CUST-103742,1,56.2,0,3,Technical Bug
CUST-103743,3,56.7,0,2,Billing Inquiry
CUST-103744,1,9.2,0,5,Technical Bug
CUST-103745,1,17.0,0,4,Technical Bug
CUST-103746,2,36.8,0,2,Onboarding Help
CUST-103747,1,30.8,1,1,Feature Request
CUST-103748,2,30.3,0,2,Feature Request
CUST-103749,1,18.6,0,1,Technical Bug
CUST-103750,0,0.0,0,,None
CUST-103751,1,18.4,0,5,Technical Bug
CUST-103752,2,56.1,0,1,Technical Bug
CUST-103753,2,2.1,0,5,Technical Bug
CUST-103754,1,17.0,0,,Feature Request
CUST-103755,0,0.0,0,,None
CUST-103756,1,3.8,0,5,Feature Request
CUST-103757,1,50.3,1,3,Onboarding Help
CUST-103758,1,61.6,1,1,Feature Request
CUST-103759,3,14.5,0,5,Onboarding Help
CUST-103760,2,7.0,0,4,Onboarding Help
CUST-103761,1,20.4,1,2,Technical Bug
CUST-103762,0,0.0,0,,None
CUST-103763,1,21.5,0,5,Onboarding Help
CUST-103764,1,10.5,0,4,Onboarding Help
CUST-103765,3,70.6,1,1,Feature Request
CUST-103766,0,0.0,0,,None
CUST-103767,2,25.2,1,3,Feature Request
CUST-103768,4,63.9,1,3,Feature Request
CUST-103769,2,22.7,0,5,Technical Bug
CUST-103770,0,0.0,0,,None
CUST-103771,0,0.0,0,,None
CUST-103772,0,0.0,0,,None
CUST-103773,3,34.1,0,1,Technical Bug
CUST-103774,1,4.4,0,5,Onboarding Help
CUST-103775,2,35.0,0,1,Billing Inquiry
CUST-103776,2,25.7,1,2,Technical Bug
CUST-103777,2,3.7,0,4,Onboarding Help
CUST-103778,4,35.8,0,2,Onboarding Help
CUST-103779,0,0.0,0,,None
CUST-103780,0,0.0,0,,None
CUST-103781,1,40.6,0,1,Onboarding Help
CUST-103782,0,0.0,0,,None
CUST-103783,0,0.0,0,,None
CUST-103784,1,54.0,1,3,Billing Inquiry
CUST-103785,1,13.2,0,,Technical Bug
CUST-103786,1,16.9,0,4,Billing Inquiry
CUST-103787,1,23.4,0,5,Billing Inquiry
CUST-103788,1,5.1,0,4,Feature Request
CUST-103789,2,70.0,1,2,Feature Request
CUST-103790,2,26.3,1,2,Billing Inquiry
CUST-103791,0,0.0,0,,None
CUST-103792,2,29.6,0,1,Onboarding Help
CUST-103793,1,34.0,0,3,Technical Bug
CUST-103794,3,34.4,0,1,Technical Bug
CUST-103795,0,0.0,0,,None
CUST-103796,1,4.7,0,5,Onboarding Help
CUST-103797,3,70.0,0,3,Onboarding Help
CUST-103798,1,16.2,0,4,Feature Request
CUST-103799,5,38.0,1,2,Onboarding Help
CUST-103800,1,13.7,0,5,Feature Request
CUST-103801,2,65.2,1,3,Onboarding Help
CUST-103802,3,44.5,1,2,Billing Inquiry
CUST-103803,1,52.0,0,2,Technical Bug
CUST-103804,0,0.0,0,,None
CUST-103805,1,27.5,1,2,Feature Request
CUST-103806,3,30.7,1,3,Billing Inquiry
CUST-103807,3,42.5,0,3,Billing Inquiry
CUST-103808,3,52.3,0,1,Billing Inquiry
CUST-103809,0,0.0,0,,None
CUST-103810,5,52.1,0,2,Onboarding Help
CUST-103811,2,21.1,1,2,Billing Inquiry
CUST-103812,0,0.0,0,,None
CUST-103813,1,37.9,0,3,Technical Bug
CUST-103814,1,12.9,0,2,Onboarding Help
CUST-103815,2,7.8,0,5,Onboarding Help
CUST-103816,0,0.0,0,,None
CUST-103817,5,45.1,0,2,Billing Inquiry
CUST-103818,2,48.6,1,1,Billing Inquiry
CUST-103819,0,0.0,0,,None
CUST-103820,0,0.0,0,,None
CUST-103821,0,0.0,0,,None
CUST-103822,1,8.6,0,4,Onboarding Help
CUST-103823,0,0.0,0,,None
CUST-103824,0,0.0,0,,None
CUST-103825,4,34.5,1,2,Technical Bug
CUST-103826,1,23.7,0,,Onboarding Help
CUST-103827,1,54.6,0,1,Feature Request
CUST-103828,0,0.0,0,,None
CUST-103829,2,7.4,0,5,Billing Inquiry
CUST-103830,1,58.6,1,1,Technical Bug
CUST-103831,0,0.0,0,,None
CUST-103832,4,43.3,0,1,Onboarding Help
CUST-103833,2,45.3,0,1,Technical Bug
CUST-103834,2,39.7,1,3,Onboarding Help
CUST-103835,0,0.0,0,,None
CUST-103836,2,29.9,1,3,Onboarding Help
CUST-103837,2,46.0,0,3,Feature Request
CUST-103838,1,53.6,0,2,Technical Bug
CUST-103839,0,0.0,0,,None
CUST-103840,2,53.6,0,3,Technical Bug
CUST-103841,2,17.0,1,2,Billing Inquiry
CUST-103842,5,16.5,0,3,Billing Inquiry
CUST-103843,2,46.8,0,3,Onboarding Help
CUST-103844,0,0.0,0,,None
CUST-103845,1,59.3,0,2,Billing Inquiry
CUST-103846,0,0.0,0,,None
CUST-103847,2,52.5,0,3,Feature Request
CUST-103848,2,56.5,0,3,Feature Request
CUST-103849,1,28.9,1,2,Billing Inquiry
CUST-103850,1,37.2,1,3,Billing Inquiry
CUST-103851,0,0.0,0,,None
CUST-103852,1,56.2,1,1,Feature Request
CUST-103853,1,18.0,0,,Onboarding Help
CUST-103854,1,16.5,0,4,Feature Request
CUST-103855,2,24.8,1,1,Feature Request
CUST-103856,1,49.8,0,3,Onboarding Help
CUST-103857,1,28.2,0,1,Technical Bug
CUST-103858,1,12.2,0,4,Onboarding Help
CUST-103859,2,63.2,0,3,Technical Bug
CUST-103860,2,63.8,1,1,Feature Request
CUST-103861,3,29.2,1,3,Onboarding Help
CUST-103862,0,0.0,0,,None
CUST-103863,1,3.4,0,5,Feature Request
CUST-103864,2,55.8,0,1,Feature Request
CUST-103865,3,50.3,0,2,Technical Bug
CUST-103866,2,9.3,0,4,Technical Bug
CUST-103867,1,16.5,0,4,Onboarding Help
CUST-103868,1,19.8,0,4,Feature Request
CUST-103869,0,0.0,0,,None
CUST-103870,0,0.0,0,,None
CUST-103871,2,44.1,0,1,Onboarding Help
CUST-103872,1,15.3,0,4,Billing Inquiry
CUST-103873,1,60.2,0,1,Feature Request
CUST-103874,1,17.5,0,2,Feature Request
CUST-103875,5,61.6,0,1,Onboarding Help
CUST-103876,1,21.4,0,5,Billing Inquiry
CUST-103877,2,54.8,0,2,Technical Bug
CUST-103878,4,21.6,0,1,Billing Inquiry
CUST-103879,3,53.1,0,2,Feature Request
CUST-103880,2,19.8,1,2,Onboarding Help
CUST-103881,2,55.2,1,3,Feature Request
CUST-103882,1,44.2,1,2,Onboarding Help
CUST-103883,3,17.2,0,,Feature Request
CUST-103884,1,13.7,0,5,Technical Bug
CUST-103885,2,26.0,0,1,Technical Bug
CUST-103886,0,0.0,0,,None
CUST-103887,2,60.4,0,2,Technical Bug
CUST-103888,2,67.7,0,1,Feature Request
CUST-103889,1,21.2,0,4,Feature Request
CUST-103890,0,0.0,0,,None
CUST-103891,2,25.6,1,1,Billing Inquiry
CUST-103892,5,20.1,0,1,Onboarding Help
CUST-103893,2,70.0,0,1,Technical Bug
CUST-103894,1,7.6,0,5,Onboarding Help
CUST-103895,3,58.5,1,1,Billing Inquiry
CUST-103896,2,43.6,1,2,Technical Bug
CUST-103897,2,51.6,1,1,Billing Inquiry
CUST-103898,3,20.7,1,1,Feature Request
CUST-103899,2,21.5,0,3,Technical Bug
CUST-103900,1,62.1,1,2,Technical Bug
CUST-103901,4,45.2,1,3,Onboarding Help
CUST-103902,3,27.4,0,1,Billing Inquiry
CUST-103903,3,23.8,0,3,Technical Bug
CUST-103904,1,21.1,0,5,Onboarding Help
CUST-103905,0,0.0,0,,None
CUST-103906,2,22.0,0,5,Onboarding Help
CUST-103907,5,56.8,1,2,Feature Request
CUST-103908,3,36.1,1,1,Technical Bug
CUST-103909,3,23.6,0,4,Onboarding Help
CUST-103910,2,15.3,0,5,Technical Bug
CUST-103911,2,24.0,0,2,Feature Request
CUST-103912,1,19.5,0,5,Technical Bug
CUST-103913,2,37.7,0,2,Feature Request
CUST-103914,1,12.2,0,4,Onboarding Help
CUST-103915,1,18.1,0,5,Technical Bug
CUST-103916,1,61.8,1,1,Billing Inquiry
CUST-103917,0,0.0,0,,None
CUST-103918,0,0.0,0,,None
CUST-103919,1,28.6,0,3,Onboarding Help
CUST-103920,0,0.0,0,,None
CUST-103921,1,49.1,1,2,Onboarding Help
CUST-103922,1,48.6,1,1,Onboarding Help
CUST-103923,0,0.0,0,,None
CUST-103924,2,36.9,0,3,Feature Request
CUST-103925,2,43.1,0,1,Billing Inquiry
CUST-103926,0,0.0,0,,None
CUST-103927,0,0.0,0,,None
CUST-103928,1,60.1,1,2,Feature Request
CUST-103929,2,67.4,0,1,Billing Inquiry
CUST-103930,0,0.0,0,,None
CUST-103931,0,0.0,0,,None
CUST-103932,1,11.7,0,5,Technical Bug
CUST-103933,2,67.4,0,2,Feature Request
CUST-103934,0,0.0,0,,None
CUST-103935,2,40.2,0,2,Billing Inquiry
CUST-103936,0,0.0,0,,None
CUST-103937,0,0.0,0,,None
CUST-103938,2,3.8,0,5,Billing Inquiry
CUST-103939,3,19.7,0,4,Billing Inquiry
CUST-103940,1,7.9,0,4,Billing Inquiry
CUST-103941,0,0.0,0,,None
CUST-103942,2,16.7,1,3,Onboarding Help
CUST-103943,0,0.0,0,,None
CUST-103944,0,0.0,0,,None
CUST-103945,0,0.0,0,,None
CUST-103946,0,0.0,0,,None
CUST-103947,4,15.0,0,3,Billing Inquiry
CUST-103948,0,0.0,0,,None
CUST-103949,3,42.5,0,2,Onboarding Help
CUST-103950,1,31.2,1,1,Onboarding Help
CUST-103951,3,29.3,0,1,Billing Inquiry
CUST-103952,2,40.1,0,1,Technical Bug
CUST-103953,3,54.4,0,1,Technical Bug
CUST-103954,3,19.5,1,2,Technical Bug
CUST-103955,2,14.4,0,5,Technical Bug
CUST-103956,1,71.4,0,3,Onboarding Help
CUST-103957,2,36.8,0,1,Onboarding Help
CUST-103958,2,8.0,0,5,Onboarding Help
CUST-103959,1,22.2,0,1,Technical Bug
CUST-103960,0,0.0,0,,None
CUST-103961,2,24.9,1,2,Technical Bug
CUST-103962,0,0.0,0,,None
CUST-103963,0,0.0,0,,None
CUST-103964,2,18.4,0,,Technical Bug
CUST-103965,0,0.0,0,,None
CUST-103966,3,16.5,0,3,Feature Request
CUST-103967,1,54.0,0,1,Onboarding Help
CUST-103968,0,0.0,0,,None
CUST-103969,3,53.8,1,1,Feature Request
CUST-103970,3,46.1,0,3,Feature Request
CUST-103971,3,22.6,0,2,Billing Inquiry
CUST-103972,1,22.8,0,5,Feature Request
CUST-103973,0,0.0,0,,None
CUST-103974,2,5.2,0,,Onboarding Help
CUST-103975,2,5.4,0,5,Technical Bug
CUST-103976,1,15.9,0,5,Billing Inquiry
CUST-103977,2,11.7,0,4,Onboarding Help
CUST-103978,1,42.0,1,1,Technical Bug
CUST-103979,0,0.0,0,,None
CUST-103980,0,0.0,0,,None
CUST-103981,0,0.0,0,,None
CUST-103982,1,51.3,0,2,Onboarding Help
CUST-103983,4,36.4,1,3,Feature Request
CUST-103984,0,0.0,0,,None
CUST-103985,1,11.9,0,4,Billing Inquiry
CUST-103986,3,16.8,0,5,Onboarding Help
CUST-103987,2,46.3,0,1,Technical Bug
CUST-103988,2,30.0,1,2,Feature Request
CUST-103989,0,0.0,0,,None
CUST-103990,0,0.0,0,,None
CUST-103991,2,17.2,0,4,Feature Request
CUST-103992,0,0.0,0,,None
CUST-103993,1,20.3,1,1,Onboarding Help
CUST-103994,0,0.0,0,,None
CUST-103995,2,20.7,0,2,Feature Request
CUST-103996,0,0.0,0,,None
CUST-103997,0,0.0,0,,None
CUST-103998,4,46.1,1,3,Onboarding Help
CUST-103999,2,23.8,0,4,Billing Inquiry
CUST-104000,2,11.7,0,5,Feature Request
CUST-104001,1,65.1,0,3,Onboarding Help
CUST-104002,1,21.0,0,4,Billing Inquiry
CUST-104003,2,11.5,0,4,Technical Bug
CUST-104004,3,13.3,0,3,Billing Inquiry
CUST-104005,2,10.2,0,,Billing Inquiry
CUST-104006,1,35.7,1,3,Technical Bug
CUST-104007,3,23.5,0,,Billing Inquiry
CUST-104008,0,0.0,0,,None
CUST-104009,1,4.1,0,5,Feature Request
CUST-104010,2,38.9,1,1,Billing Inquiry
CUST-104011,2,15.1,0,2,Billing Inquiry
CUST-104012,1,4.0,0,4,Billing Inquiry
CUST-104013,0,0.0,0,,None
CUST-104014,0,0.0,0,,None
CUST-104015,2,7.3,0,,Feature Request
CUST-104016,3,56.1,0,3,Billing Inquiry
CUST-104017,0,0.0,0,,None
CUST-104018,3,14.4,1,2,Billing Inquiry
CUST-104019,1,44.9,0,3,Feature Request
CUST-104020,0,0.0,0,,None
CUST-104021,1,8.9,0,,Onboarding Help
CUST-104022,1,68.6,0,3,Onboarding Help
CUST-104023,0,0.0,0,,None
CUST-104024,1,53.9,0,3,Billing Inquiry
CUST-104025,0,0.0,0,,None
CUST-104026,1,16.0,0,4,Billing Inquiry
CUST-104027,2,3.1,0,,Onboarding Help
CUST-104028,1,22.4,1,3,Feature Request
CUST-104029,2,2.3,0,4,Onboarding Help
CUST-104030,4,33.3,1,3,Billing Inquiry
CUST-104031,3,50.4,0,3,Technical Bug
CUST-104032,0,0.0,0,,None
CUST-104033,1,28.6,0,1,Technical Bug
CUST-104034,2,21.2,0,,Technical Bug
CUST-104035,1,17.0,0,4,Technical Bug
CUST-104036,1,11.7,0,4,Onboarding Help
CUST-104037,0,0.0,0,,None
CUST-104038,4,51.8,0,2,Billing Inquiry
CUST-104039,3,59.2,0,2,Billing Inquiry
CUST-104040,0,0.0,0,,None
CUST-104041,1,15.6,0,5,Billing Inquiry
CUST-104042,1,11.6,0,,Technical Bug
CUST-104043,1,7.0,0,5,Technical Bug
CUST-104044,1,12.1,1,2,Feature Request
CUST-104045,0,0.0,0,,None
CUST-104046,1,43.8,1,1,Onboarding Help
CUST-104047,1,58.0,0,1,Technical Bug
CUST-104048,1,4.6,0,5,Billing Inquiry
CUST-104049,0,0.0,0,,None
CUST-104050,3,38.6,0,3,Onboarding Help
CUST-104051,1,15.4,0,,Onboarding Help
CUST-104052,3,25.7,0,1,Billing Inquiry
CUST-104053,2,18.8,0,2,Billing Inquiry
CUST-104054,2,27.4,0,3,Onboarding Help
CUST-104055,3,33.9,1,1,Billing Inquiry
CUST-104056,1,5.6,0,,Billing Inquiry
CUST-104057,0,0.0,0,,None
CUST-104058,1,20.5,1,3,Technical Bug
CUST-104059,0,0.0,0,,None
CUST-104060,2,34.8,1,1,Feature Request
CUST-104061,4,53.8,1,3,Onboarding Help
CUST-104062,2,17.0,0,,Billing Inquiry
CUST-104063,4,30.7,0,3,Onboarding Help
CUST-104064,2,57.1,1,2,Billing Inquiry
CUST-104065,2,17.4,1,1,Billing Inquiry
CUST-104066,0,0.0,0,,None
CUST-104067,2,25.7,0,2,Billing Inquiry
CUST-104068,2,51.6,0,1,Onboarding Help
CUST-104069,3,52.4,1,2,Billing Inquiry
CUST-104070,1,23.5,0,3,Billing Inquiry
CUST-104071,1,51.9,0,2,Billing Inquiry
CUST-104072,1,3.0,0,5,Feature Request
CUST-104073,3,36.2,1,1,Billing Inquiry
CUST-104074,2,39.1,0,3,Onboarding Help
CUST-104075,0,0.0,0,,None
CUST-104076,1,6.3,0,,Feature Request
CUST-104077,0,0.0,0,,None
CUST-104078,2,19.5,0,1,Feature Request
CUST-104079,0,0.0,0,,None
CUST-104080,3,66.6,1,2,Onboarding Help
CUST-104081,0,0.0,0,,None
CUST-104082,0,0.0,0,,None
CUST-104083,0,0.0,0,,None
CUST-104084,2,60.1,0,1,Onboarding Help
CUST-104085,2,22.6,0,5,Onboarding Help
CUST-104086,3,5.7,0,5,Technical Bug
CUST-104087,0,0.0,0,,None
CUST-104088,3,38.0,0,1,Billing Inquiry
CUST-104089,3,22.5,0,5,Billing Inquiry
CUST-104090,1,22.5,0,5,Onboarding Help
CUST-104091,1,18.3,0,1,Billing Inquiry
CUST-104092,1,23.3,0,3,Technical Bug
CUST-104093,1,37.5,1,1,Technical Bug
CUST-104094,4,67.4,0,3,Technical Bug
