subscription_id,customer_id,plan_name,billing_cycle,monthly_recurring_revenue,start_date,end_date,subscription_status,churn_reason
SUB-203676,CUST-103676,Professional,Annual,126.65,2024-07-10,,Active,
SUB-203677,CUST-103677,Professional,Annual,126.65,2024-09-08,,Active,
SUB-203678,CUST-103678,Starter,Monthly,49.0,2024-09-03,2025-02-13,Churned,Difficult Onboarding / Low Adoption
SUB-203679,CUST-103679,Professional,Monthly,149.0,2025-05-26,2025-10-09,Churned,Switched to Competitor
SUB-203680,CUST-103680,Professional,Annual,126.65,2025-04-23,,Active,
SUB-203681,CUST-103681,Starter,Monthly,49.0,2025-05-26,2025-07-16,Churned,Business Closed / Downsized
SUB-203682,CUST-103682,Enterprise,Annual,424.15,2024-10-01,,Active,
SUB-203683,CUST-103683,Starter,Monthly,49.0,2024-07-23,,Active,
SUB-203684,CUST-103684,Starter,Annual,41.65,2024-10-04,,Active,
SUB-203685,CUST-103685,Starter,Annual,41.65,2024-03-06,2024-05-13,Churned,Switched to Competitor
SUB-203686,CUST-103686,Enterprise,Annual,424.15,2024-10-19,,Active,
SUB-203687,CUST-103687,Starter,Monthly,49.0,2025-09-25,,Active,
SUB-203688,CUST-103688,Enterprise,Annual,424.15,2025-02-12,,Active,
SUB-203689,CUST-103689,Starter,Monthly,49.0,2025-02-10,2025-05-23,Churned,Business Closed / Downsized
SUB-203690,CUST-103690,Starter,Annual,41.65,2024-01-14,2024-05-05,Churned,Poor Customer Support Experience
SUB-203691,CUST-103691,Starter,Monthly,49.0,2025-08-25,2025-10-09,Churned,Poor Customer Support Experience
SUB-203692,CUST-103692,Starter,Annual,41.65,2024-10-19,2025-01-30,Churned,Missing Core Features
SUB-203693,CUST-103693,Enterprise,Annual,424.15,2024-07-19,,Active,
SUB-203694,CUST-103694,Starter,Annual,41.65,2024-11-04,2025-03-14,Churned,Switched to Competitor
SUB-203695,CUST-103695,Professional,Monthly,149.0,2025-04-08,2025-05-21,Churned,Missing Core Features
SUB-203696,CUST-103696,Starter,Monthly,49.0,2025-11-28,,Active,
SUB-203697,CUST-103697,Enterprise,Annual,424.15,2025-05-22,,Active,
SUB-203698,CUST-103698,Starter,Monthly,49.0,2024-05-03,2024-07-25,Churned,Missing Core Features
SUB-203699,CUST-103699,Starter,Monthly,49.0,2025-07-24,2025-10-19,Churned,Business Closed / Downsized
SUB-203700,CUST-103700,Professional,Monthly,149.0,2024-10-13,2025-02-16,Churned,Business Closed / Downsized
SUB-203701,CUST-103701,Enterprise,Monthly,499.0,2025-04-16,2025-05-03,Churned,Poor Customer Support Experience
SUB-203702,CUST-103702,Enterprise,Monthly,499.0,2024-02-19,,Active,
SUB-203703,CUST-103703,Professional,Annual,126.65,2025-11-23,,Active,
SUB-203704,CUST-103704,Starter,Monthly,49.0,2024-05-31,,Active,
SUB-203705,CUST-103705,Starter,Monthly,49.0,2025-02-13,2025-05-26,Churned,Missing Core Features
SUB-203706,CUST-103706,Starter,Monthly,49.0,2024-10-12,,Active,
SUB-203707,CUST-103707,Custom Enterprise,Annual,1019.15,2024-12-31,,Active,
SUB-203708,CUST-103708,Enterprise,Monthly,499.0,2025-01-11,,Active,
SUB-203709,CUST-103709,Professional,Annual,126.65,2024-06-04,2024-09-30,Churned,High Price / Budget Cuts
SUB-203710,CUST-103710,Custom Enterprise,Annual,1019.15,2024-07-09,,Active,
SUB-203711,CUST-103711,Professional,Monthly,149.0,2024-01-28,,Active,
SUB-203712,CUST-103712,Starter,Monthly,49.0,2024-08-10,,Active,
SUB-203713,CUST-103713,Starter,Monthly,49.0,2024-06-17,2025-04-17,Churned,Missing Core Features
SUB-203714,CUST-103714,Professional,Monthly,149.0,2024-12-25,2025-08-03,Churned,Poor Customer Support Experience
SUB-203715,CUST-103715,Professional,Monthly,149.0,2024-01-28,2024-04-14,Churned,Poor Customer Support Experience
SUB-203716,CUST-103716,Enterprise,Annual,424.15,2024-09-09,,Active,
SUB-203717,CUST-103717,Starter,Annual,41.65,2025-11-06,2025-12-31,Churned,High Price / Budget Cuts
SUB-203718,CUST-103718,Enterprise,Annual,424.15,2025-03-29,,Active,
SUB-203719,CUST-103719,Starter,Monthly,49.0,2024-06-27,2024-08-19,Churned,High Price / Budget Cuts
SUB-203720,CUST-103720,Starter,Monthly,49.0,2024-08-15,2025-01-02,Churned,Missing Core Features
SUB-203721,CUST-103721,Starter,Annual,41.65,2025-06-03,,Active,
SUB-203722,CUST-103722,Starter,Monthly,49.0,2025-07-18,2025-10-28,Churned,Switched to Competitor
SUB-203723,CUST-103723,Professional,Monthly,149.0,2024-05-03,,Active,
SUB-203724,CUST-103724,Starter,Monthly,49.0,2024-02-09,,Active,
SUB-203725,CUST-103725,Starter,Monthly,49.0,2025-10-22,,Active,
SUB-203726,CUST-103726,Starter,Monthly,49.0,2025-07-25,,Active,
SUB-203727,CUST-103727,Starter,Annual,41.65,2025-05-19,,Active,
SUB-203728,CUST-103728,Starter,Annual,41.65,2024-09-25,,Active,
SUB-203729,CUST-103729,Starter,Monthly,49.0,2025-03-29,,Active,
SUB-203730,CUST-103730,Starter,Annual,41.65,2024-08-09,,Active,
SUB-203731,CUST-103731,Professional,Monthly,149.0,2025-06-04,2025-12-31,Churned,High Price / Budget Cuts
SUB-203732,CUST-103732,Enterprise,Annual,424.15,2024-06-06,,Active,
SUB-203733,CUST-103733,Starter,Monthly,49.0,2025-11-11,,Active,
SUB-203734,CUST-103734,Professional,Monthly,149.0,2024-12-28,2025-02-28,Churned,Switched to Competitor
SUB-203735,CUST-103735,Custom Enterprise,Monthly,1199.0,2024-12-11,,Active,
SUB-203736,CUST-103736,Professional,Annual,126.65,2025-10-12,,Active,
SUB-203737,CUST-103737,Starter,Annual,41.65,2025-10-25,,Active,
SUB-203738,CUST-103738,Starter,Monthly,49.0,2024-10-09,2025-03-30,Churned,Difficult Onboarding / Low Adoption
SUB-203739,CUST-103739,Professional,Annual,126.65,2025-07-26,,Active,
SUB-203740,CUST-103740,Enterprise,Monthly,499.0,2024-01-14,2024-02-07,Churned,High Price / Budget Cuts
SUB-203741,CUST-103741,Professional,Monthly,149.0,2025-11-07,2025-12-31,Churned,Difficult Onboarding / Low Adoption
SUB-203742,CUST-103742,Starter,Monthly,49.0,2025-04-29,2025-05-24,Churned,Missing Core Features
SUB-203743,CUST-103743,Starter,Monthly,49.0,2025-05-02,2025-07-24,Churned,High Price / Budget Cuts
SUB-203744,CUST-103744,Professional,Annual,126.65,2025-10-03,,Active,
SUB-203745,CUST-103745,Enterprise,Monthly,499.0,2024-03-14,,Active,
SUB-203746,CUST-103746,Professional,Monthly,149.0,2024-10-05,,Active,
SUB-203747,CUST-103747,Starter,Monthly,49.0,2025-08-29,2025-09-20,Churned,Missing Core Features
SUB-203748,CUST-103748,Professional,Monthly,149.0,2024-07-08,2024-07-24,Churned,Poor Customer Support Experience
SUB-203749,CUST-103749,Starter,Monthly,49.0,2024-06-21,2024-12-17,Churned,Difficult Onboarding / Low Adoption
SUB-203750,CUST-103750,Enterprise,Monthly,499.0,2025-10-29,,Active,
SUB-203751,CUST-103751,Enterprise,Monthly,499.0,2024-03-16,,Active,
SUB-203752,CUST-103752,Professional,Monthly,149.0,2025-09-27,2025-12-31,Churned,Business Closed / Downsized
SUB-203753,CUST-103753,Starter,Annual,41.65,2025-08-02,,Active,
SUB-203754,CUST-103754,Enterprise,Monthly,499.0,2025-05-10,2025-12-19,Churned,Switched to Competitor
SUB-203755,CUST-103755,Starter,Annual,41.65,2025-03-24,,Active,
SUB-203756,CUST-103756,Professional,Annual,126.65,2025-08-13,,Active,
SUB-203757,CUST-103757,Starter,Monthly,49.0,2024-12-26,2025-03-03,Churned,Missing Core Features
SUB-203758,CUST-103758,Starter,Monthly,49.0,2025-08-08,2025-09-01,Churned,Switched to Competitor
SUB-203759,CUST-103759,Professional,Monthly,149.0,2024-04-03,,Active,
SUB-203760,CUST-103760,Starter,Annual,41.65,2025-06-08,,Active,
SUB-203761,CUST-103761,Starter,Monthly,49.0,2024-05-07,2024-07-20,Churned,High Price / Budget Cuts
SUB-203762,CUST-103762,Starter,Annual,41.65,2024-01-25,2024-03-26,Churned,Missing Core Features
SUB-203763,CUST-103763,Starter,Annual,41.65,2025-07-30,,Active,
SUB-203764,CUST-103764,Professional,Annual,126.65,2024-02-21,,Active,
SUB-203765,CUST-103765,Starter,Monthly,49.0,2024-11-12,2025-04-03,Churned,High Price / Budget Cuts
SUB-203766,CUST-103766,Professional,Annual,126.65,2025-04-03,,Active,
SUB-203767,CUST-103767,Professional,Monthly,149.0,2024-07-25,2025-06-04,Churned,Difficult Onboarding / Low Adoption
SUB-203768,CUST-103768,Starter,Monthly,49.0,2024-12-04,2025-04-03,Churned,Switched to Competitor
SUB-203769,CUST-103769,Starter,Annual,41.65,2025-04-26,2025-05-12,Churned,High Price / Budget Cuts
SUB-203770,CUST-103770,Starter,Monthly,49.0,2025-03-12,,Active,
SUB-203771,CUST-103771,Starter,Monthly,49.0,2025-10-12,2025-12-31,Churned,Missing Core Features
SUB-203772,CUST-103772,Starter,Monthly,49.0,2024-11-24,2025-01-01,Churned,Missing Core Features
SUB-203773,CUST-103773,Starter,Monthly,49.0,2024-07-02,2024-08-12,Churned,Difficult Onboarding / Low Adoption
SUB-203774,CUST-103774,Custom Enterprise,Monthly,1199.0,2025-11-21,,Active,
SUB-203775,CUST-103775,Professional,Monthly,149.0,2025-09-20,,Active,
SUB-203776,CUST-103776,Starter,Monthly,49.0,2024-12-09,,Active,
SUB-203777,CUST-103777,Starter,Annual,41.65,2024-09-10,2024-11-29,Churned,Difficult Onboarding / Low Adoption
SUB-203778,CUST-103778,Starter,Monthly,49.0,2024-10-26,,Active,
SUB-203779,CUST-103779,Enterprise,Annual,424.15,2024-11-08,,Active,
SUB-203780,CUST-103780,Professional,Annual,126.65,2025-09-14,,Active,
SUB-203781,CUST-103781,Starter,Monthly,49.0,2025-04-06,,Active,
SUB-203782,CUST-103782,Enterprise,Annual,424.15,2024-01-18,,Active,
SUB-203783,CUST-103783,Starter,Monthly,49.0,2024-05-29,2024-10-27,Churned,Poor Customer Support Experience
SUB-203784,CUST-103784,Starter,Monthly,49.0,2025-05-03,2025-08-18,Churned,Missing Core Features
SUB-203785,CUST-103785,Enterprise,Monthly,499.0,2025-10-19,,Active,
SUB-203786,CUST-103786,Custom Enterprise,Annual,1019.15,2024-09-12,,Active,
SUB-203787,CUST-103787,Starter,Annual,41.65,2025-04-01,,Active,
SUB-203788,CUST-103788,Professional,Annual,126.65,2024-02-14,,Active,
SUB-203789,CUST-103789,Starter,Monthly,49.0,2024-10-20,2025-05-20,Churned,Poor Customer Support Experience
SUB-203790,CUST-103790,Starter,Monthly,49.0,2025-08-22,2025-10-13,Churned,Poor Customer Support Experience
SUB-203791,CUST-103791,Professional,Monthly,149.0,2024-11-05,,Active,
SUB-203792,CUST-103792,Professional,Monthly,149.0,2024-05-31,,Active,
SUB-203793,CUST-103793,Starter,Monthly,49.0,2024-12-30,2025-04-28,Churned,Missing Core Features
SUB-203794,CUST-103794,Starter,Monthly,49.0,2024-12-07,2024-12-27,Churned,Business Closed / Downsized
SUB-203795,CUST-103795,Professional,Monthly,149.0,2024-07-13,2024-12-08,Churned,Difficult Onboarding / Low Adoption
SUB-203796,CUST-103796,Professional,Annual,126.65,2024-01-03,,Active,
SUB-203797,CUST-103797,Professional,Monthly,149.0,2025-09-16,2025-12-31,Churned,Business Closed / Downsized
SUB-203798,CUST-103798,Starter,Annual,41.65,2024-07-12,,Active,
SUB-203799,CUST-103799,Starter,Monthly,49.0,2024-08-16,2024-09-27,Churned,High Price / Budget Cuts
SUB-203800,CUST-103800,Enterprise,Monthly,499.0,2024-07-06,,Active,
SUB-203801,CUST-103801,Starter,Monthly,49.0,2024-02-04,2024-07-11,Churned,High Price / Budget Cuts
SUB-203802,CUST-103802,Starter,Monthly,49.0,2025-02-20,2025-04-18,Churned,Missing Core Features
SUB-203803,CUST-103803,Professional,Monthly,149.0,2025-08-16,,Active,
SUB-203804,CUST-103804,Professional,Monthly,149.0,2025-07-07,,Active,
SUB-203805,CUST-103805,Starter,Monthly,49.0,2025-10-28,2025-12-07,Churned,Business Closed / Downsized
SUB-203806,CUST-103806,Starter,Monthly,49.0,2025-01-25,2025-04-17,Churned,High Price / Budget Cuts
SUB-203807,CUST-103807,Starter,Monthly,49.0,2024-04-01,2024-09-18,Churned,Switched to Competitor
SUB-203808,CUST-103808,Starter,Monthly,49.0,2025-04-21,2025-09-07,Churned,Difficult Onboarding / Low Adoption
SUB-203809,CUST-103809,Professional,Annual,126.65,2024-02-29,2024-07-03,Churned,Switched to Competitor
SUB-203810,CUST-103810,Starter,Monthly,49.0,2024-02-18,2024-03-04,Churned,High Price / Budget Cuts
SUB-203811,CUST-103811,Starter,Monthly,49.0,2025-02-04,,Active,
SUB-203812,CUST-103812,Custom Enterprise,Annual,1019.15,2024-06-12,,Active,
SUB-203813,CUST-103813,Starter,Monthly,49.0,2024-08-27,,Active,
SUB-203814,CUST-103814,Starter,Monthly,49.0,2024-04-20,2024-06-04,Churned,Switched to Competitor
SUB-203815,CUST-103815,Enterprise,Monthly,499.0,2024-09-16,,Active,
SUB-203816,CUST-103816,Enterprise,Monthly,499.0,2025-03-14,,Active,
SUB-203817,CUST-103817,Starter,Monthly,49.0,2025-03-13,2025-06-05,Churned,Missing Core Features
SUB-203818,CUST-103818,Starter,Monthly,49.0,2024-11-18,2025-04-19,Churned,Difficult Onboarding / Low Adoption
SUB-203819,CUST-103819,Starter,Monthly,49.0,2024-08-03,2025-02-26,Churned,Difficult Onboarding / Low Adoption
SUB-203820,CUST-103820,Starter,Monthly,49.0,2025-08-18,2025-12-31,Churned,Missing Core Features
SUB-203821,CUST-103821,Professional,Monthly,149.0,2024-08-09,,Active,
SUB-203822,CUST-103822,Enterprise,Annual,424.15,2025-07-07,,Active,
SUB-203823,CUST-103823,Enterprise,Annual,424.15,2024-01-17,,Active,
SUB-203824,CUST-103824,Starter,Monthly,49.0,2024-05-15,2024-08-18,Churned,High Price / Budget Cuts
SUB-203825,CUST-103825,Professional,Monthly,149.0,2025-02-27,2025-05-20,Churned,Missing Core Features
SUB-203826,CUST-103826,Starter,Annual,41.65,2024-04-14,,Active,
SUB-203827,CUST-103827,Professional,Monthly,149.0,2024-09-23,,Active,
SUB-203828,CUST-103828,Starter,Annual,41.65,2024-07-06,,Active,
SUB-203829,CUST-103829,Professional,Annual,126.65,2025-07-03,,Active,
SUB-203830,CUST-103830,Starter,Monthly,49.0,2024-05-31,2024-07-18,Churned,Difficult Onboarding / Low Adoption
SUB-203831,CUST-103831,Professional,Monthly,149.0,2025-09-05,,Active,
SUB-203832,CUST-103832,Starter,Monthly,49.0,2025-02-07,2025-06-03,Churned,Switched to Competitor
SUB-203833,CUST-103833,Starter,Monthly,49.0,2024-05-30,2024-11-21,Churned,Switched to Competitor
SUB-203834,CUST-103834,Starter,Monthly,49.0,2024-03-19,2025-01-29,Churned,Business Closed / Downsized
SUB-203835,CUST-103835,Starter,Monthly,49.0,2024-05-02,,Active,
SUB-203836,CUST-103836,Professional,Monthly,149.0,2025-07-20,,Active,
SUB-203837,CUST-103837,Professional,Monthly,149.0,2024-03-16,2024-04-29,Churned,Business Closed / Downsized
SUB-203838,CUST-103838,Starter,Monthly,49.0,2024-02-06,2024-04-08,Churned,Missing Core Features
SUB-203839,CUST-103839,Professional,Annual,126.65,2025-08-24,,Active,
SUB-203840,CUST-103840,Starter,Monthly,49.0,2024-11-21,2024-12-27,Churned,Difficult Onboarding / Low Adoption
SUB-203841,CUST-103841,Professional,Monthly,149.0,2024-06-28,2024-07-15,Churned,Switched to Competitor
SUB-203842,CUST-103842,Starter,Monthly,49.0,2024-08-13,2024-10-15,Churned,Poor Customer Support Experience
SUB-203843,CUST-103843,Starter,Monthly,49.0,2024-06-02,2024-11-07,Churned,Difficult Onboarding / Low Adoption
SUB-203844,CUST-103844,Enterprise,Annual,424.15,2024-09-23,,Active,
SUB-203845,CUST-103845,Starter,Monthly,49.0,2024-07-18,2025-01-11,Churned,Switched to Competitor
SUB-203846,CUST-103846,Enterprise,Annual,424.15,2024-10-23,,Active,
SUB-203847,CUST-103847,Starter,Monthly,49.0,2025-05-29,,Active,
SUB-203848,CUST-103848,Professional,Monthly,149.0,2024-01-13,2024-05-19,Churned,High Price / Budget Cuts
SUB-203849,CUST-103849,Professional,Monthly,149.0,2025-09-20,2025-12-31,Churned,High Price / Budget Cuts
SUB-203850,CUST-103850,Starter,Monthly,49.0,2024-11-16,,Active,
SUB-203851,CUST-103851,Starter,Monthly,49.0,2024-07-05,2025-05-07,Churned,Business Closed / Downsized
SUB-203852,CUST-103852,Professional,Monthly,149.0,2025-09-04,2025-12-07,Churned,High Price / Budget Cuts
SUB-203853,CUST-103853,Starter,Annual,41.65,2025-05-24,2025-12-26,Churned,Business Closed / Downsized
SUB-203854,CUST-103854,Professional,Annual,126.65,2024-06-06,,Active,
SUB-203855,CUST-103855,Professional,Monthly,149.0,2024-05-25,2025-01-12,Churned,Missing Core Features
SUB-203856,CUST-103856,Starter,Monthly,49.0,2024-06-10,2024-08-08,Churned,High Price / Budget Cuts
SUB-203857,CUST-103857,Starter,Monthly,49.0,2025-02-24,2025-07-19,Churned,High Price / Budget Cuts
SUB-203858,CUST-103858,Starter,Annual,41.65,2025-08-18,2025-09-08,Churned,High Price / Budget Cuts
SUB-203859,CUST-103859,Starter,Monthly,49.0,2024-06-06,2024-07-08,Churned,Poor Customer Support Experience
SUB-203860,CUST-103860,Professional,Monthly,149.0,2024-07-03,2024-07-27,Churned,High Price / Budget Cuts
SUB-203861,CUST-103861,Starter,Monthly,49.0,2025-06-10,,Active,
SUB-203862,CUST-103862,Enterprise,Annual,424.15,2024-04-19,,Active,
SUB-203863,CUST-103863,Professional,Annual,126.65,2025-08-10,,Active,
SUB-203864,CUST-103864,Professional,Monthly,149.0,2025-10-19,2025-11-28,Churned,Switched to Competitor
SUB-203865,CUST-103865,Professional,Monthly,149.0,2024-03-19,2024-04-26,Churned,Missing Core Features
SUB-203866,CUST-103866,Starter,Annual,41.65,2025-01-16,,Active,
SUB-203867,CUST-103867,Enterprise,Monthly,499.0,2025-02-15,,Active,
SUB-203868,CUST-103868,Starter,Annual,41.65,2024-11-30,2025-06-04,Churned,Poor Customer Support Experience
SUB-203869,CUST-103869,Starter,Monthly,49.0,2024-05-16,,Active,
SUB-203870,CUST-103870,Starter,Monthly,49.0,2025-08-06,2025-10-07,Churned,Poor Customer Support Experience
SUB-203871,CUST-103871,Starter,Monthly,49.0,2025-05-06,2025-12-08,Churned,Switched to Competitor
SUB-203872,CUST-103872,Professional,Annual,126.65,2025-02-01,,Active,
SUB-203873,CUST-103873,Starter,Monthly,49.0,2024-05-01,2025-01-01,Churned,Switched to Competitor
SUB-203874,CUST-103874,Starter,Monthly,49.0,2024-04-24,2025-01-08,Churned,Switched to Competitor
SUB-203875,CUST-103875,Professional,Monthly,149.0,2024-03-17,2024-04-15,Churned,Missing Core Features
SUB-203876,CUST-103876,Enterprise,Annual,424.15,2024-06-16,,Active,
SUB-203877,CUST-103877,Professional,Monthly,149.0,2025-05-12,2025-12-31,Churned,Switched to Competitor
SUB-203878,CUST-103878,Starter,Monthly,49.0,2024-04-24,2024-05-16,Churned,High Price / Budget Cuts
SUB-203879,CUST-103879,Starter,Monthly,49.0,2025-02-20,2025-09-26,Churned,Difficult Onboarding / Low Adoption
SUB-203880,CUST-103880,Professional,Monthly,149.0,2025-06-23,2025-08-18,Churned,Poor Customer Support Experience
SUB-203881,CUST-103881,Starter,Monthly,49.0,2025-07-16,,Active,
SUB-203882,CUST-103882,Starter,Monthly,49.0,2024-06-21,2024-07-26,Churned,Poor Customer Support Experience
SUB-203883,CUST-103883,Professional,Annual,126.65,2024-06-14,,Active,
SUB-203884,CUST-103884,Enterprise,Monthly,499.0,2024-01-04,,Active,
SUB-203885,CUST-103885,Starter,Monthly,49.0,2025-06-26,2025-09-05,Churned,Switched to Competitor
SUB-203886,CUST-103886,Starter,Monthly,49.0,2024-06-14,2024-07-13,Churned,Poor Customer Support Experience
SUB-203887,CUST-103887,Starter,Monthly,49.0,2025-08-01,2025-09-04,Churned,High Price / Budget Cuts
SUB-203888,CUST-103888,Professional,Monthly,149.0,2025-03-18,2025-04-15,Churned,Missing Core Features
SUB-203889,CUST-103889,Enterprise,Monthly,499.0,2024-08-20,,Active,
SUB-203890,CUST-103890,Professional,Monthly,149.0,2025-05-28,2025-12-23,Churned,Switched to Competitor
SUB-203891,CUST-103891,Professional,Monthly,149.0,2024-08-07,2025-03-23,Churned,Missing Core Features
SUB-203892,CUST-103892,Starter,Monthly,49.0,2025-10-12,2025-12-31,Churned,Switched to Competitor
SUB-203893,CUST-103893,Starter,Monthly,49.0,2025-02-16,2025-03-28,Churned,Poor Customer Support Experience
SUB-203894,CUST-103894,Starter,Annual,41.65,2024-04-21,,Active,
SUB-203895,CUST-103895,Professional,Monthly,149.0,2024-06-09,2024-09-27,Churned,Switched to Competitor
SUB-203896,CUST-103896,Starter,Monthly,49.0,2025-07-07,,Active,
SUB-203897,CUST-103897,Professional,Monthly,149.0,2025-04-17,2025-05-24,Churned,Missing Core Features
SUB-203898,CUST-103898,Professional,Monthly,149.0,2024-01-21,2024-02-15,Churned,Switched to Competitor
SUB-203899,CUST-103899,Professional,Monthly,149.0,2024-02-14,,Active,
SUB-203900,CUST-103900,Starter,Monthly,49.0,2024-01-07,2025-07-16,Churned,High Price / Budget Cuts
SUB-203901,CUST-103901,Starter,Monthly,49.0,2024-09-29,,Active,
SUB-203902,CUST-103902,Professional,Monthly,149.0,2025-02-23,2025-03-27,Churned,Missing Core Features
SUB-203903,CUST-103903,Starter,Monthly,49.0,2025-08-30,,Active,
SUB-203904,CUST-103904,Enterprise,Monthly,499.0,2024-11-02,,Active,
SUB-203905,CUST-103905,Enterprise,Monthly,499.0,2024-06-03,2024-09-03,Churned,Missing Core Features
SUB-203906,CUST-103906,Enterprise,Annual,424.15,2025-06-30,,Active,
SUB-203907,CUST-103907,Starter,Monthly,49.0,2024-04-06,2024-06-19,Churned,Poor Customer Support Experience
SUB-203908,CUST-103908,Starter,Monthly,49.0,2025-08-02,2025-10-26,Churned,Missing Core Features
SUB-203909,CUST-103909,Enterprise,Annual,424.15,2025-11-18,,Active,
SUB-203910,CUST-103910,Professional,Monthly,149.0,2024-05-19,2025-01-11,Churned,Difficult Onboarding / Low Adoption
SUB-203911,CUST-103911,Starter,Monthly,49.0,2024-05-26,2025-03-21,Churned,Poor Customer Support Experience
SUB-203912,CUST-103912,Professional,Annual,126.65,2024-03-05,,Active,
SUB-203913,CUST-103913,Starter,Monthly,49.0,2024-01-04,2024-02-15,Churned,Difficult Onboarding / Low Adoption
SUB-203914,CUST-103914,Professional,Monthly,149.0,2024-09-18,2024-10-11,Churned,Business Closed / Downsized
SUB-203915,CUST-103915,Enterprise,Monthly,499.0,2024-10-09,2025-02-05,Churned,Switched to Competitor
SUB-203916,CUST-103916,Professional,Monthly,149.0,2024-11-05,2025-03-13,Churned,Business Closed / Downsized
SUB-203917,CUST-103917,Starter,Annual,41.65,2025-10-07,,Active,
SUB-203918,CUST-103918,Professional,Annual,126.65,2024-04-19,,Active,
SUB-203919,CUST-103919,Professional,Monthly,149.0,2024-10-23,,Active,
SUB-203920,CUST-103920,Starter,Monthly,49.0,2025-02-07,2025-12-31,Churned,Poor Customer Support Experience
SUB-203921,CUST-103921,Starter,Monthly,49.0,2024-02-02,2024-07-11,Churned,High Price / Budget Cuts
SUB-203922,CUST-103922,Starter,Monthly,49.0,2024-10-23,2024-11-16,Churned,Difficult Onboarding / Low Adoption
SUB-203923,CUST-103923,Starter,Annual,41.65,2024-10-04,,Active,
SUB-203924,CUST-103924,Starter,Monthly,49.0,2024-01-01,2024-01-25,Churned,Missing Core Features
SUB-203925,CUST-103925,Professional,Monthly,149.0,2024-02-12,2024-04-08,Churned,Missing Core Features
SUB-203926,CUST-103926,Enterprise,Annual,424.15,2025-09-25,,Active,
SUB-203927,CUST-103927,Professional,Monthly,149.0,2024-04-18,,Active,
SUB-203928,CUST-103928,Starter,Monthly,49.0,2025-04-02,,Active,
SUB-203929,CUST-103929,Professional,Monthly,149.0,2025-11-26,2025-12-31,Churned,Poor Customer Support Experience
SUB-203930,CUST-103930,Custom Enterprise,Annual,1019.15,2025-09-02,,Active,
SUB-203931,CUST-103931,Professional,Monthly,149.0,2025-01-31,2025-04-02,Churned,High Price / Budget Cuts
SUB-203932,CUST-103932,Professional,Annual,126.65,2025-03-24,2025-05-08,Churned,Difficult Onboarding / Low Adoption
SUB-203933,CUST-103933,Starter,Monthly,49.0,2025-04-04,2025-12-31,Churned,Difficult Onboarding / Low Adoption
SUB-203934,CUST-103934,Starter,Annual,41.65,2024-01-20,2024-05-08,Churned,High Price / Budget Cuts
SUB-203935,CUST-103935,Starter,Monthly,49.0,2024-02-05,2024-05-03,Churned,Poor Customer Support Experience
SUB-203936,CUST-103936,Professional,Monthly,149.0,2024-05-05,,Active,
SUB-203937,CUST-103937,Starter,Annual,41.65,2024-09-15,,Active,
SUB-203938,CUST-103938,Enterprise,Annual,424.15,2025-11-12,,Active,
SUB-203939,CUST-103939,Starter,Annual,41.65,2025-01-18,,Active,
SUB-203940,CUST-103940,Starter,Annual,41.65,2024-05-09,,Active,
SUB-203941,CUST-103941,Professional,Annual,126.65,2025-05-04,,Active,
SUB-203942,CUST-103942,Starter,Monthly,49.0,2024-07-04,2024-08-23,Churned,Switched to Competitor
SUB-203943,CUST-103943,Starter,Annual,41.65,2025-10-25,,Active,
SUB-203944,CUST-103944,Professional,Annual,126.65,2025-05-06,,Active,
SUB-203945,CUST-103945,Starter,Monthly,49.0,2025-01-16,2025-04-19,Churned,High Price / Budget Cuts
SUB-203946,CUST-103946,Starter,Annual,41.65,2024-08-25,2024-09-15,Churned,Poor Customer Support Experience
SUB-203947,CUST-103947,Starter,Monthly,49.0,2024-05-20,,Active,
SUB-203948,CUST-103948,Professional,Monthly,149.0,2025-09-02,,Active,
SUB-203949,CUST-103949,Professional,Monthly,149.0,2024-04-03,2024-05-11,Churned,Difficult Onboarding / Low Adoption
SUB-203950,CUST-103950,Professional,Monthly,149.0,2025-10-17,,Active,
SUB-203951,CUST-103951,Starter,Monthly,49.0,2024-10-04,2025-07-21,Churned,High Price / Budget Cuts
SUB-203952,CUST-103952,Starter,Monthly,49.0,2024-11-24,2025-02-14,Churned,Business Closed / Downsized
SUB-203953,CUST-103953,Starter,Monthly,49.0,2025-11-15,2025-12-31,Churned,Missing Core Features
SUB-203954,CUST-103954,Starter,Monthly,49.0,2024-11-16,2025-01-22,Churned,Switched to Competitor
SUB-203955,CUST-103955,Starter,Annual,41.65,2025-09-21,2025-12-31,Churned,Switched to Competitor
SUB-203956,CUST-103956,Professional,Monthly,149.0,2025-10-14,2025-12-31,Churned,Poor Customer Support Experience
SUB-203957,CUST-103957,Professional,Monthly,149.0,2024-11-10,2025-05-20,Churned,Switched to Competitor
SUB-203958,CUST-103958,Enterprise,Annual,424.15,2024-05-24,,Active,
SUB-203959,CUST-103959,Starter,Monthly,49.0,2024-10-29,2024-12-15,Churned,High Price / Budget Cuts
SUB-203960,CUST-103960,Starter,Annual,41.65,2024-11-03,,Active,
SUB-203961,CUST-103961,Starter,Monthly,49.0,2025-09-09,2025-12-31,Churned,Difficult Onboarding / Low Adoption
SUB-203962,CUST-103962,Starter,Monthly,49.0,2024-08-15,2024-09-07,Churned,Missing Core Features
SUB-203963,CUST-103963,Starter,Monthly,49.0,2024-03-11,,Active,
SUB-203964,CUST-103964,Starter,Annual,41.65,2024-07-05,,Active,
